Date,Tank,Experiment,Aquarium,Substrate,NutLevel,NN,Time,Flow,TankTA,HeaderTA,TankTemp ,TankpH,TankSalinity,HeaderTemp,HeaderpH,HeaderSalinity,TankP,TankN,TankSi,HeaderP,HeaderSi,HeaderN
12/3/2015,3,1,36,Sand,High,6,22:00,,2176.349333,2162.699563,25.28,7.879368659,38.44866694,25.24,7.928911271,38.48271173,2.03,1.04,4.17,3.4,0.91,1.44
12/4/2015,1,1,1,Coral,Ambient,0,2:00,,2123.132713,2166.959044,24.97,7.778915607,38.48745633,24.93,7.924867579,38.21992454,0.3,0.83,0.2,0.28,1.58,0.22
12/4/2015,1,1,2,Algae,Ambient,0,2:00,,2175.208963,2166.959044,25.17,7.874157308,38.16696485,24.93,7.924867579,38.21992454,0.24,0.64,0.15,0.28,1.58,0.22
12/4/2015,1,1,3,Rubble,Ambient,0,2:00,,2193.652666,2166.959044,25.1,7.858242155,37.25143069,24.93,7.924867579,38.21992454,0.27,1.27,0.08,0.28,1.58,0.22
12/4/2015,1,1,4,Sand,Ambient,0,2:00,,2182.317494,2166.959044,25.11,7.92062185,38.29288512,24.93,7.924867579,38.21992454,0.26,0.78,0.17,0.28,1.58,0.22
12/4/2015,1,1,5,Coral,Med,3,2:00,,2143.275284,2172.774736,25.13,7.751377729,38.35104515,24.94,7.921344184,38.28681678,1.16,1.16,1.09,1.82,1.56,5.13
12/4/2015,1,1,6,Algae,Med,3,2:00,,2180.764899,2172.774736,25.13,7.839237092,38.27591222,24.94,7.921344184,38.28681678,0.65,0.75,0.65,1.82,1.56,5.13
12/4/2015,1,1,7,Rubble,Med,3,2:00,,2201.864737,2172.774736,25.18,7.880774236,38.08351584,24.94,7.921344184,38.28681678,1.32,1.62,2.32,1.82,1.56,5.13
12/4/2015,1,1,8,Sand,Med,3,2:00,,2196.14572,2172.774736,25.14,7.849235192,38.19233982,24.94,7.921344184,38.28681678,0.9,1.06,1.55,1.82,1.56,5.13
12/4/2015,1,1,9,Coral,High,6,2:00,,2143.318068,2174.393023,25.16,7.718869808,38.40066418,24.94,7.914581463,38.36222707,2.19,0.9,1.61,3.4,1.27,9.64
12/4/2015,1,1,10,Algae,High,6,2:00,,2178.208168,2174.393023,25.2,7.790965133,38.36665617,24.94,7.914581463,38.36222707,1.65,0.66,0.95,3.4,1.27,9.64
12/4/2015,1,1,11,Rubble,High,6,2:00,,2205.032999,2174.393023,25.14,7.785032425,38.3425462,24.94,7.914581463,38.36222707,2.71,1.06,4.83,3.4,1.27,9.64
12/4/2015,1,1,12,Sand,High,6,2:00,,2189.186648,2174.393023,25.17,7.852195413,38.09195077,24.94,7.914581463,38.36222707,2.03,1.04,4.17,3.4,1.27,9.64
12/4/2015,2,1,13,Coral,Ambient,0,2:00,,2137.518874,2166.959044,25.16,7.825304101,38.32555773,24.93,7.924867579,38.21992454,0.3,0.83,0.2,0.28,1.58,0.22
12/4/2015,2,1,14,Algae,Ambient,0,2:00,,2173.11382,2166.959044,25.09,7.882039589,38.03528598,24.93,7.924867579,38.21992454,0.24,0.64,0.15,0.28,1.58,0.22
12/4/2015,2,1,15,Rubble,Ambient,0,2:00,,2192.849078,2166.959044,24.9,7.877948314,38.09458919,24.93,7.924867579,38.21992454,0.27,1.27,0.08,0.28,1.58,0.22
12/4/2015,2,1,16,Sand,Ambient,0,2:00,,2181.226215,2166.959044,25.12,7.917100625,37.75904918,24.93,7.924867579,38.21992454,0.26,0.78,0.17,0.28,1.58,0.22
12/4/2015,2,1,17,Coral,Med,3,2:00,,2156.846451,2172.774736,25.13,7.842616298,38.42620317,24.94,7.921344184,38.28681678,1.16,1.16,1.09,1.82,1.56,5.13
12/4/2015,2,1,18,Algae,Med,3,2:00,,2178.72357,2172.774736,26.02,7.796542495,37.53312954,24.94,7.921344184,38.28681678,0.65,0.75,0.65,1.82,1.56,5.13
12/4/2015,2,1,19,Rubble,Med,3,2:00,,2189.479043,2172.774736,25.17,7.823476011,38.16696485,24.94,7.921344184,38.28681678,1.32,1.62,2.32,1.82,1.56,5.13
12/4/2015,2,1,20,Sand,Med,3,2:00,,2182.724957,2172.774736,25.03,7.862601298,38.51153792,24.94,7.921344184,38.28681678,0.9,1.06,1.55,1.82,1.56,5.13
12/4/2015,2,1,21,Coral,High,6,2:00,,2156.511124,2174.393023,25.14,7.715761019,38.49285295,24.94,7.914581463,38.36222707,2.19,0.9,1.61,3.4,1.27,9.64
12/4/2015,2,1,22,Algae,High,6,2:00,,2180.721547,2174.393023,25.14,7.80192789,38.3425462,24.94,7.914581463,38.36222707,1.65,0.66,0.95,3.4,1.27,9.64
12/4/2015,2,1,23,Rubble,High,6,2:00,,2197.505315,2174.393023,25.1,7.809238736,38.15108256,24.94,7.914581463,38.36222707,2.71,1.06,4.83,3.4,1.27,9.64
12/4/2015,2,1,24,Sand,High,6,2:00,,2200.553192,2174.393023,25.01,7.857810368,38.37793809,24.94,7.914581463,38.36222707,2.03,1.04,4.17,3.4,1.27,9.64
12/4/2015,3,1,25,Coral,Ambient,0,2:00,,2135.147802,2166.959044,25.09,7.80937691,38.23469395,24.93,7.924867579,38.21992454,0.3,0.83,0.2,0.28,1.58,0.22
12/4/2015,3,1,26,Algae,Ambient,0,2:00,,2175.269856,2166.959044,25.11,7.883448089,38.36805245,24.93,7.924867579,38.21992454,0.24,0.64,0.15,0.28,1.58,0.22
12/4/2015,3,1,27,Rubble,Ambient,0,2:00,,2195.439614,2166.959044,25.14,7.864441111,38.11727425,24.93,7.924867579,38.21992454,0.27,1.27,0.08,0.28,1.58,0.22
12/4/2015,3,1,28,Sand,Ambient,0,2:00,,2185.089768,2166.959044,25.03,7.896404694,38.51153792,24.93,7.924867579,38.21992454,0.26,0.78,0.17,0.28,1.58,0.22
12/4/2015,3,1,29,Coral,Med,3,2:00,,2149.696005,2172.774736,24.9,7.805239313,38.16999285,24.94,7.921344184,38.28681678,1.16,1.16,1.09,1.82,1.56,5.13
12/4/2015,3,1,30,Algae,Med,3,2:00,,2176.355562,2172.774736,25.21,7.833056319,38.43320766,24.94,7.921344184,38.28681678,0.65,0.75,0.65,1.82,1.56,5.13
12/4/2015,3,1,31,Rubble,Med,3,2:00,,2204.518742,2172.774736,25.16,7.843887867,38.10038882,24.94,7.921344184,38.28681678,1.32,1.62,2.32,1.82,1.56,5.13
12/4/2015,3,1,32,Sand,Med,3,2:00,,2185.199628,2172.774736,25.05,7.879221958,38.41914986,24.94,7.921344184,38.28681678,0.9,1.06,1.55,1.82,1.56,5.13
12/4/2015,3,1,33,Coral,High,6,2:00,,2156.749463,2174.393023,25.02,7.79851265,38.0683807,24.94,7.914581463,38.36222707,2.19,0.9,1.61,3.4,1.27,9.64
12/4/2015,3,1,34,Algae,High,6,2:00,,2179.285474,2174.393023,25.13,7.825720267,38.20080438,24.94,7.914581463,38.36222707,1.65,0.66,0.95,3.4,1.27,9.64
12/4/2015,3,1,35,Rubble,High,6,2:00,,2200.738339,2174.393023,24.98,7.761873932,38.17749198,24.94,7.914581463,38.36222707,2.71,1.06,4.83,3.4,1.27,9.64
12/4/2015,3,1,36,Sand,High,6,2:00,,2190.675037,2174.393023,25.1,7.807548963,38.22621686,24.94,7.914581463,38.36222707,2.03,1.04,4.17,3.4,1.27,9.64
12/4/2015,1,1,1,Coral,Ambient,0,6:00,,2126.158204,2200.284973,24.74,7.766844582,38.53337679,24.67,7.918408654,38.44184545,0.25,0.8,0.06,0.26,1.58,0.04
12/4/2015,1,1,2,Algae,Ambient,0,6:00,,2177.212805,2200.284973,24.84,7.853422439,38.52325235,24.67,7.918408654,38.44184545,0.29,1.28,0.08,0.26,1.58,0.04
12/4/2015,1,1,3,Rubble,Ambient,0,6:00,,2208.277535,2200.284973,24.81,7.848767104,38.47333,24.67,7.918408654,38.44184545,0.27,1.27,0.08,0.26,1.58,0.04
12/4/2015,1,1,4,Sand,Ambient,0,6:00,,2201.759498,2200.284973,24.87,7.918955567,38.49754213,24.67,7.918408654,38.44184545,0.25,4.13,0.11,0.26,1.58,0.04
12/4/2015,1,1,5,Coral,Med,3,6:00,,2149.287792,2180.083276,24.84,7.745182603,38.52325235,24.62,7.914040231,38.48476852,0.78,1.08,0.08,0.31,1.63,4.99
12/4/2015,1,1,6,Algae,Med,3,6:00,,2183.590736,2180.083276,24.96,7.82131692,38.49600887,24.62,7.914040231,38.48476852,0.26,1.08,0.11,0.31,1.63,4.99
12/4/2015,1,1,7,Rubble,Med,3,6:00,,2215.547565,2180.083276,24.89,7.823977938,38.48041785,24.62,7.914040231,38.48476852,0.92,1.14,1.89,0.31,1.63,4.99
12/4/2015,1,1,8,Sand,Med,3,6:00,,2198.157496,2180.083276,24.86,7.836231841,38.50610902,24.62,7.914040231,38.48476852,0.26,0.8,0.16,0.31,1.63,4.99
12/4/2015,1,1,9,Coral,High,6,6:00,,2151.233069,2196.339273,24.85,7.689237311,38.43908747,24.64,7.908679782,38.46758972,2.48,0.69,1.33,3.05,1.25,7.9
12/4/2015,1,1,10,Algae,High,6,6:00,,2181.476167,2196.339273,24.94,7.755657536,38.36222707,24.64,7.908679782,38.46758972,0.31,0.41,1.04,3.05,1.25,7.9
12/4/2015,1,1,11,Rubble,High,6,6:00,,2218.297019,2196.339273,24.85,7.733208269,38.5146791,24.64,7.908679782,38.46758972,1.5,1.2,0.06,3.05,1.25,7.9
12/4/2015,1,1,12,Sand,High,6,6:00,,2196.310418,2196.339273,24.89,7.829050829,38.48041785,24.64,7.908679782,38.46758972,2.27,0.8,3.56,3.05,1.25,7.9
12/4/2015,2,1,13,Coral,Ambient,0,6:00,,2138.296169,2200.284973,24.83,7.797749036,38.45620239,24.67,7.918408654,38.44184545,0.25,0.8,0.06,0.26,1.58,0.04
12/4/2015,2,1,14,Algae,Ambient,0,6:00,,2172.84398,2200.284973,24.81,7.877521206,38.47333,24.67,7.918408654,38.44184545,0.29,1.28,0.08,0.26,1.58,0.04
12/4/2015,2,1,15,Rubble,Ambient,0,6:00,,2194.57052,2200.284973,24.68,7.852272769,38.43327039,24.67,7.918408654,38.44184545,0.27,1.27,0.08,0.26,1.58,0.04
12/4/2015,2,1,16,Sand,Ambient,0,6:00,,2186.790946,2200.284973,24.81,7.906275307,38.47333,24.67,7.918408654,38.44184545,0.25,4.13,0.11,0.26,1.58,0.04
12/4/2015,2,1,17,Coral,Med,3,6:00,,2151.733981,2180.083276,24.91,7.766211738,38.46330626,24.62,7.914040231,38.48476852,0.78,1.08,0.08,0.31,1.63,4.99
12/4/2015,2,1,18,Algae,Med,3,6:00,,2179.737257,2180.083276,24.93,7.799753056,37.69281588,24.62,7.914040231,38.48476852,0.26,1.08,0.11,0.31,1.63,4.99
12/4/2015,2,1,19,Rubble,Med,3,6:00,,2197.092996,2180.083276,24.93,7.781154951,38.37075447,24.62,7.914040231,38.48476852,0.92,1.14,1.89,0.31,1.63,4.99
12/4/2015,2,1,20,Sand,Med,3,6:00,,2194.604678,2180.083276,24.75,7.851295784,38.52478913,24.62,7.914040231,38.48476852,0.26,0.8,0.16,0.31,1.63,4.99
12/4/2015,2,1,21,Coral,High,6,6:00,,2161.211189,2196.339273,24.88,7.665160666,38.4889784,24.64,7.908679782,38.46758972,2.48,0.69,1.33,3.05,1.25,7.9
12/4/2015,2,1,22,Algae,High,6,6:00,,2173.387168,2196.339273,24.85,7.765340892,38.36352118,24.64,7.908679782,38.46758972,0.31,0.41,1.04,3.05,1.25,7.9
12/4/2015,2,1,23,Rubble,High,6,6:00,,2203.726194,2196.339273,24.8,7.788013499,38.48189857,24.64,7.908679782,38.46758972,1.5,1.2,0.06,3.05,1.25,7.9
12/4/2015,2,1,24,Sand,High,6,6:00,,2195.002464,2196.339273,24.75,7.824227649,38.44904888,24.64,7.908679782,38.46758972,2.27,0.8,3.56,3.05,1.25,7.9
12/4/2015,3,1,25,Coral,Ambient,0,6:00,,2135.5226,2200.284973,24.82,7.791121358,38.46476461,24.67,7.918408654,38.44184545,0.25,0.8,0.06,0.26,1.58,0.04
12/4/2015,3,1,26,Algae,Ambient,0,6:00,,2164.925846,2200.284973,24.89,7.873015885,38.40489566,24.67,7.918408654,38.44184545,0.29,1.28,0.08,0.26,1.58,0.04
12/4/2015,3,1,27,Rubble,Ambient,0,6:00,,2195.343355,2200.284973,24.8,7.859055428,38.48189857,24.67,7.918408654,38.44184545,0.27,1.27,0.08,0.26,1.58,0.04
12/4/2015,3,1,28,Sand,Ambient,0,6:00,,2186.278056,2200.284973,24.91,7.909934009,38.46330626,24.67,7.918408654,38.44184545,0.25,4.13,0.11,0.26,1.58,0.04
12/4/2015,3,1,29,Coral,Med,3,6:00,,2143.928128,2180.083276,24.71,7.777406671,38.48334888,24.62,7.914040231,38.48476852,0.78,1.08,0.08,0.31,1.63,4.99
12/4/2015,3,1,30,Algae,Med,3,6:00,,2169.89816,2180.083276,24.86,7.810864831,38.43053476,24.62,7.914040231,38.48476852,0.26,1.08,0.11,0.31,1.63,4.99
12/4/2015,3,1,31,Rubble,Med,3,6:00,,2209.10733,2180.083276,24.87,7.831019553,38.34645366,24.62,7.914040231,38.48476852,0.92,1.14,1.89,0.31,1.63,4.99
12/4/2015,3,1,32,Sand,Med,3,6:00,,2195.714936,2180.083276,24.84,7.873717408,38.44764334,24.62,7.914040231,38.48476852,0.26,0.8,0.16,0.31,1.63,4.99
12/4/2015,3,1,33,Coral,High,6,6:00,,2151.755314,2196.339273,24.76,7.768262851,38.44048183,24.64,7.908679782,38.46758972,2.48,0.69,1.33,3.05,1.25,7.9
12/4/2015,3,1,34,Algae,High,6,6:00,,2173.216336,2196.339273,24.82,7.792812719,38.31355317,24.64,7.908679782,38.46758972,0.31,0.41,1.04,3.05,1.25,7.9
12/4/2015,3,1,35,Rubble,High,6,6:00,,2184.615084,2196.339273,24.79,7.761086436,38.49047032,24.64,7.908679782,38.46758972,1.5,1.2,0.06,3.05,1.25,7.9
12/4/2015,3,1,36,Sand,High,6,6:00,,2179.857278,2196.339273,24.78,7.79505473,38.49904525,24.64,7.908679782,38.46758972,2.27,0.8,3.56,3.05,1.25,7.9
12/4/2015,1,1,1,Coral,Ambient,0,10:00,35,2123.232753,2180.555592,25.03,7.874432487,38.28562231,24.98,7.947823789,38.32814901,0.03,2.37,0.95,0.07,6.2,0.14
12/4/2015,1,1,2,Algae,Ambient,0,10:00,37,2175.427753,2180.555592,25.4,7.982343137,38.04799979,24.98,7.947823789,38.32814901,0.01,1.1,0.12,0.07,6.2,0.14
12/4/2015,1,1,3,Rubble,Ambient,0,10:00,34,2183.643734,2180.555592,25.33,7.86684672,38.33131637,24.98,7.947823789,38.32814901,0.008,1.94,0.24,0.07,6.2,0.14
12/4/2015,1,1,4,Sand,Ambient,0,10:00,37,2181.365607,2180.555592,25.04,7.930065868,38.05148915,24.98,7.947823789,38.32814901,0.03,1.57,0.08,0.07,6.2,0.14
12/4/2015,1,1,5,Coral,Med,3,10:00,32,2138.117768,2180.536561,25.01,7.81048244,38.37793809,24.96,7.954871686,38.26980604,1.26,3.68,0.91,1.25,2.15,5.53
12/4/2015,1,1,6,Algae,Med,3,10:00,30,2179.424366,2180.536561,25.48,8.009880878,38.16265445,24.96,7.954871686,38.26980604,0.18,2.25,0.64,1.25,2.15,5.53
12/4/2015,1,1,7,Rubble,Med,3,10:00,31,2200.63909,2180.536561,25.07,7.867111334,38.4021048,24.96,7.954871686,38.26980604,0.11,3.24,1.57,1.25,2.15,5.53
12/4/2015,1,1,8,Sand,Med,3,10:00,25,2191.639149,2180.536561,24.96,7.877105619,38.26980604,24.96,7.954871686,38.26980604,0.12,3.84,1.52,1.25,2.15,5.53
12/4/2015,1,1,9,Coral,High,6,10:00,31,2124.575827,2173.555659,25.16,7.847266733,38.10038882,24.89,7.962636962,38.25392719,2.59,1.75,2.47,2.2,8.1,8.04
12/4/2015,1,1,10,Algae,High,6,10:00,28,2175.448267,2173.555659,25.19,7.960029038,38.45023344,24.89,7.962636962,38.25392719,1.68,1.33,1.12,2.2,8.1,8.04
12/4/2015,1,1,11,Rubble,High,6,10:00,30,2197.373808,2173.555659,25.34,7.859952941,38.32284577,24.89,7.962636962,38.25392719,1.84,1.43,1.66,2.2,8.1,8.04
12/4/2015,1,1,12,Sand,High,6,10:00,34,2188.171885,2173.555659,25.3,7.909483124,38.50660474,24.89,7.962636962,38.25392719,2.25,1.87,4.28,2.2,8.1,8.04
12/4/2015,2,1,13,Coral,Ambient,0,10:00,38,2122.444696,2180.555592,25.08,7.895699295,38.0928619,24.98,7.947823789,38.32814901,0.03,2.37,0.95,0.07,6.2,0.14
12/4/2015,2,1,14,Algae,Ambient,0,10:00,38,2174.805886,2180.555592,25.62,7.97074202,37.789688,24.98,7.947823789,38.32814901,0.01,1.1,0.12,0.07,6.2,0.14
12/4/2015,2,1,15,Rubble,Ambient,0,10:00,39,2186.164643,2180.555592,24.99,7.929086619,38.09374146,24.98,7.947823789,38.32814901,0.008,1.94,0.24,0.07,6.2,0.14
12/4/2015,2,1,16,Sand,Ambient,0,10:00,39,2197.373808,2180.555592,25.07,7.934709058,38.1764716,24.98,7.947823789,38.32814901,0.03,1.57,0.08,0.07,6.2,0.14
12/4/2015,2,1,17,Coral,Med,3,10:00,34,2149.744059,2180.536561,25.22,7.90048108,37.90002548,24.96,7.954871686,38.26980604,1.26,3.68,0.91,1.25,2.15,5.53
12/4/2015,2,1,18,Algae,Med,3,10:00,31,2175.659066,2180.536561,25.24,7.942423113,38.18278496,24.96,7.954871686,38.26980604,0.18,2.25,0.64,1.25,2.15,5.53
12/4/2015,2,1,19,Rubble,Med,3,10:00,32,2188.25362,2180.536561,25.2,7.917655637,37.9917177,24.96,7.954871686,38.26980604,0.11,3.24,1.57,1.25,2.15,5.53
12/4/2015,2,1,20,Sand,Med,3,10:00,29,2186.716761,2180.536561,25.06,7.91626144,38.26014401,24.96,7.954871686,38.26980604,0.12,3.84,1.52,1.25,2.15,5.53
12/4/2015,2,1,21,Coral,High,6,10:00,30,2142.048726,2173.555659,25.09,7.838104016,38.38507233,24.89,7.962636962,38.25392719,2.59,1.75,2.47,2.2,8.1,8.04
12/4/2015,2,1,22,Algae,High,6,10:00,32,2176.611014,2173.555659,25.12,7.932307563,37.83402356,24.89,7.962636962,38.25392719,1.68,1.33,1.12,2.2,8.1,8.04
12/4/2015,2,1,23,Rubble,High,6,10:00,30,2181.054265,2173.555659,25.08,7.882180204,38.39358699,24.89,7.962636962,38.25392719,1.84,1.43,1.66,2.2,8.1,8.04
12/4/2015,2,1,24,Sand,High,6,10:00,32,2187.390895,2173.555659,25.09,7.912456525,38.08441609,24.89,7.962636962,38.25392719,2.25,1.87,4.28,2.2,8.1,8.04
12/4/2015,3,1,25,Coral,Ambient,0,10:00,35,2122.315209,2180.555592,25.24,7.930600251,37.95810239,24.98,7.947823789,38.32814901,0.03,2.37,0.95,0.07,6.2,0.14
12/4/2015,3,1,26,Algae,Ambient,0,10:00,34,2175.891869,2180.555592,25.14,7.947228889,37.8922281,24.98,7.947823789,38.32814901,0.01,1.1,0.12,0.07,6.2,0.14
12/4/2015,3,1,27,Rubble,Ambient,0,10:00,38,2180.023083,2180.555592,25.24,7.969446798,38.33269834,24.98,7.947823789,38.32814901,0.008,1.94,0.24,0.07,6.2,0.14
12/4/2015,3,1,28,Sand,Ambient,0,10:00,34,2181.594258,2180.555592,25.17,7.943421749,38.4672718,24.98,7.947823789,38.32814901,0.03,1.57,0.08,0.07,6.2,0.14
12/4/2015,3,1,29,Coral,Med,3,10:00,30,2138.814987,2180.536561,25.14,7.938781157,38.04223378,24.96,7.954871686,38.26980604,1.26,3.68,0.91,1.25,2.15,5.53
12/4/2015,3,1,30,Algae,Med,3,10:00,30,2176.1486,2180.536561,25.29,7.943398621,38.14057917,24.96,7.954871686,38.26980604,0.18,2.25,0.64,1.25,2.15,5.53
12/4/2015,3,1,31,Rubble,Med,3,10:00,30,2210.493204,2180.536561,25.28,7.936786292,38.14901411,24.96,7.954871686,38.26980604,0.11,3.24,1.57,1.25,2.15,5.53
12/4/2015,3,1,32,Sand,Med,3,10:00,29,2173.700617,2180.536561,25.24,7.895131665,38.40769254,24.96,7.954871686,38.26980604,0.12,3.84,1.52,1.25,2.15,5.53
12/4/2015,3,1,33,Coral,High,6,10:00,32,2153.822242,2173.555659,25.12,7.933997223,38.2843971,24.89,7.962636962,38.25392719,2.59,1.75,2.47,2.2,8.1,8.04
12/4/2015,3,1,34,Algae,High,6,10:00,29,2178.554469,2173.555659,25.34,7.996714511,38.24802264,24.89,7.962636962,38.25392719,1.68,1.33,1.12,2.2,8.1,8.04
12/4/2015,3,1,35,Rubble,High,6,10:00,30,2183.666624,2173.555659,25.15,7.864301086,38.10882998,24.89,7.962636962,38.25392719,1.84,1.43,1.66,2.2,8.1,8.04
12/4/2015,3,1,36,Sand,High,6,10:00,31,2161.194972,2173.555659,25.1,7.929212625,38.07597339,24.89,7.962636962,38.25392719,2.25,1.87,4.28,2.2,8.1,8.04
12/5/2015,1,2,37,Mixed,Ambient,0,10:00,35,2169.648578,2180.807852,25.3,7.939878657,38.73157858,25.21,7.949607676,38.58337402,0.03,1.34,0.2,0.23,4.82,0.02
12/5/2015,1,2,38,Mixed,Ambient,0,10:00,33,2169.180274,2180.807852,25.3,7.956765064,38.73157858,25.21,7.949607676,38.58337402,0.03,1.34,0.2,0.23,4.82,0.02
12/5/2015,1,2,39,Mixed,Ambient,0,10:00,33,2162.372751,2180.807852,25.31,7.956621933,38.79803702,25.21,7.949607676,38.58337402,0.03,1.34,0.2,0.23,4.82,0.02
12/5/2015,1,2,40,Mixed,Ambient,0,10:00,36,2165.591423,2180.807852,25.57,7.990018458,38.65059745,25.21,7.949607676,38.58337402,0.03,1.34,0.2,0.23,4.82,0.02
12/5/2015,1,2,41,Mixed,Med,3,10:00,28,2181.777785,2179.596501,25.36,8.006555378,38.68023238,25.22,7.974801194,38.57483151,1.21,0.84,0.35,1.48,1.87,4.33
12/5/2015,1,2,42,Mixed,Med,3,10:00,24,2180.192616,2179.596501,25.38,7.955620129,38.66314221,25.22,7.974801194,38.57483151,1.21,0.84,0.35,1.48,1.87,4.33
12/5/2015,1,2,43,Mixed,Med,3,10:00,29,2163.140788,2179.596501,25.1,8.022150146,39.05435227,25.22,7.974801194,38.57483151,1.21,0.84,0.35,1.48,1.87,4.33
12/5/2015,1,2,44,Mixed,Med,3,10:00,30,2168.150675,2179.596501,25.68,7.998550725,38.70601795,25.22,7.974801194,38.57483151,1.21,0.84,0.35,1.48,1.87,4.33
12/5/2015,1,2,45,Mixed,High,6,10:00,29,2169.870837,2184.576291,25.64,7.973828215,38.66557065,25.16,7.984110825,38.62613395,2.58,0.68,1.68,2,1.45,6.68
12/5/2015,1,2,46,Mixed,High,6,10:00,26,2177.097547,2184.576291,25.31,7.900898656,38.72301299,25.16,7.984110825,38.62613395,2.58,0.68,1.68,2,1.45,6.68
12/5/2015,1,2,47,Mixed,High,6,10:00,33,2164.686544,2184.576291,25.52,7.990739844,38.61852827,25.16,7.984110825,38.62613395,2.58,0.68,1.68,2,1.45,6.68
12/5/2015,1,2,48,Mixed,High,6,10:00,28,2170.566953,2184.576291,25.7,8.006693514,38.61455831,25.16,7.984110825,38.62613395,2.58,0.68,1.68,2,1.45,6.68
12/5/2015,2,2,49,Mixed,Ambient,0,10:00,37,2176.817849,2180.807852,25.25,7.962547551,38.69935194,25.21,7.949607676,38.58337402,0.06,2.47,0.08,0.23,4.82,0.02
12/5/2015,2,2,50,Mixed,Ambient,0,10:00,36,2170.02244,2180.807852,25.33,7.947893328,38.70589128,25.21,7.949607676,38.58337402,0.06,2.47,0.08,0.23,4.82,0.02
12/5/2015,2,2,51,Mixed,Ambient,0,10:00,39,2168.097989,2180.807852,25.26,7.986048369,38.61572784,25.21,7.949607676,38.58337402,0.06,2.47,0.08,0.23,4.82,0.02
12/5/2015,2,2,52,Mixed,Ambient,0,10:00,39,2170.937944,2180.807852,25.29,7.961974291,38.66511396,25.21,7.949607676,38.58337402,0.06,2.47,0.08,0.23,4.82,0.02
12/5/2015,2,2,53,Mixed,Med,3,10:00,29,2180.66657,2179.596501,25.25,7.969303246,38.69935194,25.22,7.974801194,38.57483151,1.3,0.68,0.35,1.48,1.87,4.33
12/5/2015,2,2,54,Mixed,Med,3,10:00,30,2179.36978,2179.596501,25.39,8.009497243,38.72948892,25.22,7.974801194,38.57483151,1.3,0.68,0.35,1.48,1.87,4.33
12/5/2015,2,2,55,Mixed,Med,3,10:00,32,2174.17982,2179.596501,25.39,7.9858634,38.65460184,25.22,7.974801194,38.57483151,1.3,0.68,0.35,1.48,1.87,4.33
12/5/2015,2,2,56,Mixed,Med,3,10:00,31,2178.679602,2179.596501,25.45,7.961369692,38.67821031,25.22,7.974801194,38.57483151,1.3,0.68,0.35,1.48,1.87,4.33
12/5/2015,2,2,57,Mixed,High,6,10:00,31,2172.468909,2184.576291,25.5,8.061903842,38.63556459,25.16,7.984110825,38.62613395,2.58,0.68,1.68,2,1.45,6.68
12/5/2015,2,2,58,Mixed,High,6,10:00,31,2180.931699,2184.576291,25.3,7.950010501,38.65656235,25.16,7.984110825,38.62613395,2.58,0.68,1.68,2,1.45,6.68
12/5/2015,2,2,59,Mixed,High,6,10:00,29,2180.711936,2184.576291,25.56,7.971603847,38.65911538,25.16,7.984110825,38.62613395,2.58,0.68,1.68,2,1.45,6.68
12/5/2015,2,2,60,Mixed,High,6,10:00,31,2176.391518,2184.576291,25.37,7.989528127,38.746607,25.16,7.984110825,38.62613395,2.58,0.68,1.68,2,1.45,6.68
12/5/2015,3,2,61,Mixed,Ambient,0,10:00,32,2165.895088,2180.807852,25.34,7.974765123,38.62238745,25.21,7.949607676,38.58337402,0.22,2.01,0.23,0.23,4.82,0.02
12/5/2015,3,2,62,Mixed,Ambient,0,10:00,30,2167.36772,2180.807852,25.34,7.951127321,38.62238745,25.21,7.949607676,38.58337402,0.22,2.01,0.23,0.23,4.82,0.02
12/5/2015,3,2,63,Mixed,Ambient,0,10:00,39,2168.553169,2180.807852,25.36,7.982919159,38.68023238,25.21,7.949607676,38.58337402,0.22,2.01,0.23,0.23,4.82,0.02
12/5/2015,3,2,64,Mixed,Ambient,0,10:00,35,2169.079894,2180.807852,25.43,7.959968392,38.62047182,25.21,7.949607676,38.58337402,0.22,2.01,0.23,0.23,4.82,0.02
12/5/2015,3,2,65,Mixed,Med,3,10:00,28,2184.563055,2179.596501,25.33,7.990105103,38.63092645,25.22,7.974801194,38.57483151,1.3,0.68,0.35,1.48,1.87,4.33
12/5/2015,3,2,66,Mixed,Med,3,10:00,29,2184.29614,2179.596501,25.42,7.97361534,38.62899961,25.22,7.974801194,38.57483151,1.3,0.68,0.35,1.48,1.87,4.33
12/5/2015,3,2,67,Mixed,Med,3,10:00,30,2163.958712,2179.596501,25.42,7.983743113,38.62899961,25.22,7.974801194,38.57483151,1.3,0.68,0.35,1.48,1.87,4.33
12/5/2015,3,2,68,Mixed,Med,3,10:00,27,2173.170417,2179.596501,25.35,7.967867954,38.6138516,25.22,7.974801194,38.57483151,1.3,0.68,0.35,1.48,1.87,4.33
12/5/2015,3,2,69,Mixed,High,6,10:00,29,2170.712807,2184.576291,25.23,7.957767095,38.64137851,25.16,7.984110825,38.62613395,2.63,0.63,2.6,2,1.45,6.68
12/5/2015,3,2,70,Mixed,High,6,10:00,30,2181.299607,2184.576291,25.25,7.982814636,38.62427491,25.16,7.984110825,38.62613395,2.63,0.63,2.6,2,1.45,6.68
12/5/2015,3,2,71,Mixed,High,6,10:00,29,2178.342084,2184.576291,25.32,7.956478806,38.6394686,25.16,7.984110825,38.62613395,2.63,0.63,2.6,2,1.45,6.68
