Date Time,TempA,TempB,TempC,IntensityA,IntensityB,IntensityC
10/29/2015 3:15,26.097,26,26.292,0,0,0
10/29/2015 3:30,26.195,25.902,26.292,0,0,0
10/29/2015 3:45,26.292,25.902,26.292,0,0,0
10/29/2015 4:00,26.292,25.902,26.195,0,0,0
10/29/2015 4:15,26.292,25.902,26.195,0,0,0
10/29/2015 4:30,26.195,25.902,26.195,0,0,0
10/29/2015 4:45,26.195,25.805,26.195,0,0,0
10/29/2015 5:00,26.097,25.805,26.097,0,0,0
10/29/2015 5:15,26.097,25.805,26.097,0,0,0
10/29/2015 5:30,26.097,25.805,26.097,0,0,0
10/29/2015 5:45,26.097,25.805,26.097,0,0,0
10/29/2015 6:00,26.097,25.708,26.097,0,0,0
10/29/2015 6:15,26.097,25.708,26,0,0,0
10/29/2015 6:30,26,25.708,26,53.8,53.8,43.1
10/29/2015 6:45,26,25.708,26,312.2,301.4,290.6
10/29/2015 7:00,26,25.708,26,624.3,613.5,602.8
10/29/2015 7:15,26,25.708,26,882.6,904.2,936.5
10/29/2015 7:30,26,25.708,26,1141,1184,1173.3
10/29/2015 7:45,26,25.708,26,1463.9,1550,1722.2
10/29/2015 8:00,26,25.708,26,1808.3,1980.6,2497.2
10/29/2015 8:15,26,25.708,26,2152.8,2755.6,3100
10/29/2015 8:30,26,25.708,26.097,3616.7,6200,5166.7
10/29/2015 8:45,26.195,25.805,26.195,9300.1,9300.1,6200
10/29/2015 9:00,26.683,25.902,26.292,27555.7,22044.6,6200
10/29/2015 9:15,26.977,26,26.39,31689.1,17222.3,7577.8
10/29/2015 9:30,26.879,26.195,26.488,16533.4,24800.2,11022.3
10/29/2015 9:45,27.173,26.292,26.683,21355.7,22044.6,17911.2
10/29/2015 10:00,27.468,26.488,26.781,33066.9,30311.3,12400.1
10/29/2015 10:15,27.665,26.585,26.977,11022.3,20666.8,28933.5
10/29/2015 10:30,27.764,26.683,27.173,19977.9,26178,26178
10/29/2015 10:45,27.764,26.879,27.272,2583.4,30311.3,21355.7
10/29/2015 11:00,27.468,26.977,27.075,2755.6,39955.8,7577.8
10/29/2015 11:15,26.977,27.173,26.977,3100,34444.7,17911.2
10/29/2015 11:30,27.075,27.272,26.977,4305.6,24800.2,44089.2
10/29/2015 11:45,27.272,27.37,26.977,2669.5,34444.7,15844.5
10/29/2015 12:00,27.272,27.468,27.075,2927.8,18600.1,9300.1
10/29/2015 12:15,27.468,27.567,27.075,10333.4,17222.3,12400.1
10/29/2015 12:30,27.665,27.764,27.173,9300.1,16533.4,1550
10/29/2015 12:45,27.665,27.862,27.272,8266.7,15844.5,1550
10/29/2015 13:00,27.862,27.961,27.272,34444.7,14466.8,1550
10/29/2015 13:15,27.862,27.961,27.37,35822.5,12400.1,1894.5
10/29/2015 13:30,28.357,27.862,27.567,41333.6,9644.5,2066.7
10/29/2015 13:45,28.357,27.764,27.567,34444.7,9644.5,2152.8
10/29/2015 14:00,28.357,27.567,27.665,37200.2,11711.2,2238.9
10/29/2015 14:15,28.456,27.468,27.665,9644.5,4477.8,1377.8
10/29/2015 14:30,28.555,27.468,27.764,27555.7,9644.5,2583.4
10/29/2015 14:45,28.357,27.468,27.764,23422.4,6544.5,5166.7
10/29/2015 15:00,28.456,27.665,27.862,23422.4,6200,16533.4
10/29/2015 15:15,28.258,27.764,27.961,6544.5,3961.1,4822.3
10/29/2015 15:30,28.159,27.764,27.862,6200,3961.1,4477.8
10/29/2015 15:45,28.06,27.665,27.862,7233.4,4477.8,5166.7
10/29/2015 16:00,28.06,27.567,27.764,4650,2238.9,3444.5
10/29/2015 16:15,27.961,27.567,27.764,3272.2,2066.7,2927.8
10/29/2015 16:30,27.961,27.567,27.665,3272.2,1636.1,2325
10/29/2015 16:45,27.961,27.567,27.665,3100,1463.9,1980.6
10/29/2015 17:00,27.862,27.567,27.665,2583.4,1302.4,1808.3
10/29/2015 17:15,27.862,27.468,27.567,1377.8,667.4,1377.8
10/29/2015 17:30,27.862,27.468,27.567,559.7,279.9,441.3
10/29/2015 17:45,27.764,27.468,27.567,312.2,161.5,258.3
10/29/2015 18:00,27.764,27.468,27.567,86.1,43.1,64.6
10/29/2015 18:15,27.665,27.37,27.468,0,0,0
10/29/2015 18:30,27.665,27.37,27.468,0,0,0
10/29/2015 18:45,27.665,27.37,27.468,0,0,0
10/29/2015 19:00,27.567,27.272,27.468,0,0,0
10/29/2015 19:15,27.567,27.272,27.37,0,0,0
10/29/2015 19:30,27.567,27.272,27.37,0,0,0
10/29/2015 19:45,27.468,27.272,27.37,0,0,0
10/29/2015 20:00,27.468,27.173,27.37,0,0,0
10/29/2015 20:15,27.468,27.173,27.37,0,0,0
10/29/2015 20:30,27.37,27.173,27.272,0,0,0
10/29/2015 20:45,27.37,27.075,27.272,0,0,0
10/29/2015 21:00,27.272,27.075,27.272,0,0,0
10/29/2015 21:15,27.272,27.075,27.272,0,0,0
10/29/2015 21:30,27.272,27.075,27.173,0,0,0
10/29/2015 21:45,27.173,27.075,27.173,0,0,0
10/29/2015 22:00,27.272,27.075,27.173,0,0,0
10/29/2015 22:15,27.173,26.977,27.173,0,0,0
10/29/2015 22:30,27.173,26.977,27.173,0,0,0
10/29/2015 22:45,27.173,26.977,27.173,0,0,0
10/29/2015 23:00,27.075,26.977,27.173,0,0,0
10/29/2015 23:15,27.075,26.977,27.075,0,0,0
10/29/2015 23:30,27.075,26.977,27.075,0,0,0
10/29/2015 23:45,27.075,26.977,27.075,0,0,0
10/30/2015 0:00,27.075,26.977,27.075,0,0,0
10/30/2015 0:15,27.075,26.977,27.075,0,0,0
10/30/2015 0:30,27.075,26.977,27.075,0,0,0
10/30/2015 0:45,27.075,26.977,27.075,0,0,0
10/30/2015 1:00,27.075,26.977,27.075,0,0,0
10/30/2015 1:15,27.075,26.879,27.075,0,0,0
10/30/2015 1:30,26.977,26.879,27.075,0,0,0
10/30/2015 1:45,26.977,26.879,27.075,0,0,0
10/30/2015 2:00,26.977,26.879,26.977,0,0,0
10/30/2015 2:15,26.977,26.879,26.977,0,0,0
10/30/2015 2:30,26.977,26.879,26.977,0,0,0
10/30/2015 2:45,26.977,26.879,26.977,0,0,0
10/30/2015 3:00,26.977,26.879,26.977,0,0,0
10/30/2015 3:15,26.977,26.879,26.977,0,0,0
10/30/2015 3:30,26.879,26.781,26.977,0,0,0
10/30/2015 3:45,26.879,26.781,26.977,0,0,0
10/30/2015 4:00,26.879,26.781,26.977,0,0,0
10/30/2015 4:15,26.879,26.781,26.977,0,0,0
10/30/2015 4:30,26.879,26.781,26.879,0,0,0
10/30/2015 4:45,26.781,26.781,26.879,0,0,0
10/30/2015 5:00,26.781,26.683,26.879,0,0,0
10/30/2015 5:15,26.781,26.683,26.879,0,0,0
10/30/2015 5:30,26.781,26.683,26.879,0,0,0
10/30/2015 5:45,26.781,26.683,26.879,0,0,0
10/30/2015 6:00,26.781,26.683,26.781,0,0,0
10/30/2015 6:15,26.683,26.683,26.781,0,0,0
10/30/2015 6:30,26.683,26.683,26.781,32.3,10.8,21.5
10/30/2015 6:45,26.683,26.585,26.781,269.1,139.9,172.2
10/30/2015 7:00,26.683,26.585,26.781,1022.6,505.9,688.9
10/30/2015 7:15,26.683,26.585,26.781,1119.5,592,818.1
10/30/2015 7:30,26.683,26.585,26.781,1463.9,807.3,1108.7
10/30/2015 7:45,26.683,26.585,26.781,1808.3,1044.1,1722.2
10/30/2015 8:00,26.683,26.585,26.781,2325,1377.8,2411.1
10/30/2015 8:15,26.683,26.683,26.781,2755.6,1636.1,3100
10/30/2015 8:30,26.781,26.683,26.879,4305.6,2755.6,4650
10/30/2015 8:45,26.879,26.781,26.977,12400.1,6544.5,5166.7
10/30/2015 9:00,27.272,26.879,27.075,49600.3,10677.8,7233.4
10/30/2015 9:15,27.468,26.977,27.173,11022.3,3616.7,3961.1
10/30/2015 9:30,27.468,27.075,27.272,17911.2,9644.5,10677.8
10/30/2015 9:45,27.567,27.173,27.37,16533.4,9644.5,8611.2
10/30/2015 10:00,27.862,27.37,27.567,20666.8,24800.2,10677.8
10/30/2015 10:15,27.961,27.468,27.665,33066.9,15844.5,13777.9
10/30/2015 10:30,28.06,27.567,27.862,17911.2,16533.4,13777.9
10/30/2015 10:45,28.159,27.764,28.06,30311.3,17222.3,20666.8
10/30/2015 11:00,28.357,27.862,28.159,34444.7,30311.3,15155.7
10/30/2015 11:15,28.456,28.06,28.258,34444.7,20666.8,28933.5
10/30/2015 11:30,28.555,28.06,28.357,41333.6,26178,28933.5
10/30/2015 11:45,28.655,28.258,28.456,38578,57867,20666.8
10/30/2015 12:00,28.754,28.258,28.456,42711.4,19289,9300.1
10/30/2015 12:15,28.853,28.357,28.555,41333.6,16533.4,10333.4
10/30/2015 12:30,28.953,28.456,28.555,41333.6,12400.1,7577.8
10/30/2015 12:45,29.053,28.456,28.555,41333.6,13089,7233.4
10/30/2015 13:00,29.152,28.555,28.555,46844.8,13777.9,10333.4
10/30/2015 13:15,29.252,28.655,28.555,46844.8,10677.8,8266.7
10/30/2015 13:30,29.352,28.754,28.754,52355.9,14466.8,22044.6
10/30/2015 13:45,29.152,28.655,28.655,13089,5511.1,6544.5
10/30/2015 14:00,29.252,28.655,28.655,37200.2,18600.1,11022.3
10/30/2015 14:15,29.252,28.655,28.655,11711.2,5511.1,5338.9
10/30/2015 14:30,29.252,28.655,28.655,28933.5,8611.2,9300.1
10/30/2015 14:45,29.252,28.655,28.754,22044.6,8611.2,10333.4
10/30/2015 15:00,29.252,28.655,28.853,13777.9,6200,9644.5
10/30/2015 15:15,29.053,28.555,28.754,4133.4,2411.1,3272.2
10/30/2015 15:30,28.953,28.456,28.655,3272.2,1808.3,2152.8
10/30/2015 15:45,28.853,28.456,28.555,4133.4,2325,2583.4
10/30/2015 16:00,28.754,28.456,28.555,4133.4,2411.1,2411.1
10/30/2015 16:15,28.655,28.357,28.456,1808.3,1151.7,1087.2
10/30/2015 16:30,28.555,28.258,28.456,2325,1377.8,1377.8
10/30/2015 16:45,28.555,28.258,28.357,1194.8,721.2,764.2
10/30/2015 17:00,28.456,28.258,28.357,1808.3,1087.2,1087.2
10/30/2015 17:15,28.456,28.159,28.357,979.5,538.2,559.7
10/30/2015 17:30,28.357,28.06,28.258,473.6,279.9,322.9
10/30/2015 17:45,28.258,28.06,28.258,301.4,118.4,226
10/30/2015 18:00,28.258,27.961,28.159,75.3,43.1,53.8
10/30/2015 18:15,28.159,27.961,28.159,0,0,0
10/30/2015 18:30,28.159,27.961,28.06,0,0,0
10/30/2015 18:45,28.159,27.862,28.06,0,0,0
10/30/2015 19:00,28.06,27.862,28.06,0,0,0
10/30/2015 19:15,28.06,27.862,27.961,0,0,0
10/30/2015 19:30,27.961,27.862,27.961,0,0,0
10/30/2015 19:45,27.961,27.862,27.961,0,0,0
10/30/2015 20:00,27.961,27.764,27.862,0,0,0
10/30/2015 20:15,27.862,27.764,27.862,0,0,0
10/30/2015 20:30,27.862,27.764,27.862,0,0,0
10/30/2015 20:45,27.862,27.665,27.862,0,0,0
10/30/2015 21:00,27.764,27.665,27.764,0,0,0
10/30/2015 21:15,27.764,27.665,27.764,0,0,0
10/30/2015 21:30,27.764,27.665,27.764,0,0,0
10/30/2015 21:45,27.764,27.665,27.764,0,0,0
10/30/2015 22:00,27.665,27.567,27.764,0,0,0
10/30/2015 22:15,27.665,27.567,27.665,0,0,0
10/30/2015 22:30,27.665,27.567,27.665,0,0,0
10/30/2015 22:45,27.665,27.567,27.665,0,0,0
10/30/2015 23:00,27.665,27.567,27.665,0,0,0
10/30/2015 23:15,27.665,27.567,27.665,0,0,0
10/30/2015 23:30,27.567,27.468,27.665,0,0,0
10/30/2015 23:45,27.567,27.468,27.665,0,0,0
10/31/2015 0:00,27.567,27.468,27.665,0,0,0
10/31/2015 0:15,27.567,27.468,27.665,0,0,0
10/31/2015 0:30,27.567,27.468,27.567,0,0,0
10/31/2015 0:45,27.567,27.468,27.567,0,0,0
10/31/2015 1:00,27.567,27.468,27.567,0,0,0
10/31/2015 1:15,27.567,27.468,27.567,0,0,0
10/31/2015 1:30,27.468,27.468,27.567,0,0,0
10/31/2015 1:45,27.468,27.37,27.567,0,0,0
10/31/2015 2:00,27.468,27.37,27.567,0,0,0
10/31/2015 2:15,27.468,27.37,27.567,0,0,0
10/31/2015 2:30,27.468,27.37,27.567,0,0,0
10/31/2015 2:45,27.468,27.37,27.567,0,0,0
10/31/2015 3:00,27.468,27.37,27.468,0,0,0
10/31/2015 3:15,27.468,27.37,27.468,0,0,0
10/31/2015 3:30,27.468,27.37,27.468,0,0,0
10/31/2015 3:45,27.468,27.37,27.468,0,0,0
10/31/2015 4:00,27.468,27.37,27.468,0,0,0
10/31/2015 4:15,27.37,27.37,27.468,0,0,0
10/31/2015 4:30,27.37,27.272,27.468,0,0,0
10/31/2015 4:45,27.37,27.272,27.468,0,0,0
10/31/2015 5:00,27.37,27.272,27.468,0,0,0
10/31/2015 5:15,27.37,27.272,27.37,0,0,0
10/31/2015 5:30,27.37,27.272,27.37,0,0,0
10/31/2015 5:45,27.272,27.272,27.37,0,0,0
10/31/2015 6:00,27.272,27.272,27.37,0,0,0
10/31/2015 6:15,27.272,27.173,27.37,0,0,0
10/31/2015 6:30,27.272,27.173,27.37,419.8,247.6,301.4
10/31/2015 6:45,27.272,27.173,27.37,656.6,398.3,462.9
10/31/2015 7:00,27.272,27.173,27.37,1216.3,742.7,871.9
10/31/2015 7:15,27.272,27.173,27.37,893.4,538.2,613.5
10/31/2015 7:30,27.272,27.173,27.37,1722.2,1076.4,1205.6
10/31/2015 7:45,27.272,27.173,27.37,2411.1,1463.9,1722.2
10/31/2015 8:00,27.272,27.173,27.37,4305.6,2669.5,2755.6
10/31/2015 8:15,27.272,27.173,27.37,3961.1,2238.9,2755.6
10/31/2015 8:30,27.37,27.272,27.37,9300.1,5166.7,5511.1
10/31/2015 8:45,27.468,27.37,27.468,17222.3,10677.8,10333.4
10/31/2015 9:00,27.567,27.37,27.567,6200,3961.1,4305.6
10/31/2015 9:15,27.567,27.37,27.567,8266.7,5166.7,5166.7
10/31/2015 9:30,27.567,27.37,27.567,5338.9,3100,3616.7
10/31/2015 9:45,27.567,27.37,27.567,3272.2,1894.5,2066.7
10/31/2015 10:00,27.567,27.37,27.567,1550,979.5,1054.9
10/31/2015 10:15,27.468,27.272,27.468,1980.6,1313.2,1334.7
10/31/2015 10:30,27.468,27.173,27.37,3961.1,2325,2583.4
10/31/2015 10:45,27.468,27.173,27.37,15844.5,12400.1,9300.1
10/31/2015 11:00,27.665,27.272,27.468,20666.8,12400.1,12400.1
10/31/2015 11:15,27.567,27.272,27.37,7233.4,4305.6,4822.3
10/31/2015 11:30,27.665,27.37,27.468,49600.3,46844.8,49600.3
10/31/2015 11:45,27.764,27.468,27.567,37200.2,31689.1,17222.3
10/31/2015 12:00,27.862,27.468,27.567,13777.9,8266.7,9300.1
10/31/2015 12:15,27.862,27.468,27.665,12400.1,7577.8,7577.8
10/31/2015 12:30,27.961,27.567,27.665,14466.8,7577.8,9300.1
10/31/2015 12:45,28.06,27.567,27.764,37200.2,17222.3,17222.3
10/31/2015 13:00,28.159,27.665,27.862,20666.8,10677.8,12400.1
10/31/2015 13:15,28.258,27.665,27.961,16533.4,9644.5,10333.4
10/31/2015 13:30,28.258,27.764,27.961,16533.4,9644.5,10333.4
10/31/2015 13:45,28.357,27.764,27.961,13777.9,7233.4,8266.7
10/31/2015 14:00,28.357,27.764,28.06,12400.1,7577.8,8266.7
10/31/2015 14:15,28.357,27.764,28.06,8611.2,5511.1,6200
10/31/2015 14:30,28.456,27.764,28.06,31689.1,9644.5,8266.7
10/31/2015 14:45,28.456,27.862,28.06,9644.5,3961.1,3961.1
10/31/2015 15:00,28.456,27.862,28.159,7233.4,4133.4,4994.5
10/31/2015 15:15,28.456,27.862,28.159,13777.9,6200,10333.4
10/31/2015 15:30,28.456,27.862,28.159,3788.9,2238.9,2669.5
10/31/2015 15:45,28.357,27.862,28.159,4994.5,3100,3444.5
10/31/2015 16:00,28.357,27.862,28.159,6544.5,3961.1,4133.4
10/31/2015 16:15,28.258,27.862,28.159,2927.8,1722.2,1808.3
10/31/2015 16:30,28.258,27.764,28.06,1377.8,796.5,764.2
10/31/2015 16:45,28.159,27.764,28.06,839.6,495.1,570.5
10/31/2015 17:00,28.06,27.764,28.06,828.8,462.9,570.5
10/31/2015 17:15,28.06,27.665,27.961,656.6,430.6,473.6
10/31/2015 17:30,27.961,27.665,27.961,602.8,344.4,366
10/31/2015 17:45,27.961,27.665,27.961,355.2,204.5,215.3
10/31/2015 18:00,27.862,27.665,27.862,86.1,43.1,53.8
10/31/2015 18:15,27.862,27.665,27.862,0,0,0
10/31/2015 18:30,27.862,27.665,27.862,0,0,0
10/31/2015 18:45,27.764,27.665,27.862,0,0,0
10/31/2015 19:00,27.764,27.567,27.862,0,0,0
10/31/2015 19:15,27.764,27.567,27.862,0,0,0
10/31/2015 19:30,27.764,27.567,27.862,0,0,0
10/31/2015 19:45,27.764,27.567,27.862,0,0,0
10/31/2015 20:00,27.764,27.567,27.862,0,0,0
10/31/2015 20:15,27.764,27.567,27.764,0,0,0
10/31/2015 20:30,27.764,27.567,27.764,0,0,0
10/31/2015 20:45,27.665,27.567,27.764,0,0,0
10/31/2015 21:00,27.665,27.567,27.764,0,0,0
10/31/2015 21:15,27.665,27.567,27.665,0,0,0
10/31/2015 21:30,27.567,27.567,27.665,0,0,0
10/31/2015 21:45,27.567,27.468,27.665,0,0,0
10/31/2015 22:00,27.567,27.468,27.665,0,0,0
10/31/2015 22:15,27.567,27.468,27.665,0,0,0
10/31/2015 22:30,27.567,27.468,27.567,0,0,0
10/31/2015 22:45,27.567,27.468,27.567,0,0,0
10/31/2015 23:00,27.567,27.468,27.567,0,0,0
10/31/2015 23:15,27.567,27.468,27.567,0,0,0
10/31/2015 23:30,27.567,27.37,27.567,0,0,0
10/31/2015 23:45,27.468,27.37,27.567,0,0,0
11/1/2015 0:00,27.468,27.37,27.567,0,0,0
11/1/2015 0:15,27.468,27.37,27.567,0,0,0
11/1/2015 0:30,27.468,27.37,27.468,0,0,0
11/1/2015 0:45,27.468,27.37,27.468,0,0,0
11/1/2015 1:00,27.468,27.37,27.468,0,0,0
11/1/2015 1:15,27.37,27.272,27.468,0,0,0
11/1/2015 1:30,27.37,27.272,27.468,0,0,0
11/1/2015 1:45,27.37,27.272,27.468,0,0,0
11/1/2015 2:00,27.37,27.272,27.468,0,0,0
11/1/2015 2:15,27.37,27.272,27.37,0,0,0
11/1/2015 2:30,27.37,27.272,27.37,0,0,0
11/1/2015 2:45,27.272,27.272,27.37,0,0,0
11/1/2015 3:00,27.272,27.173,27.37,0,0,0
11/1/2015 3:15,27.272,27.173,27.272,0,0,0
11/1/2015 3:30,27.272,27.173,27.272,0,0,0
11/1/2015 3:45,27.272,27.173,27.272,0,0,0
11/1/2015 4:00,27.272,27.173,27.272,0,0,0
11/1/2015 4:15,27.173,27.173,27.272,0,0,0
11/1/2015 4:30,27.173,27.075,27.272,0,0,0
11/1/2015 4:45,27.173,27.075,27.272,0,0,0
11/1/2015 5:00,27.173,27.075,27.272,0,0,0
11/1/2015 5:15,27.173,27.075,27.272,0,0,0
11/1/2015 5:30,27.173,27.075,27.173,0,0,0
11/1/2015 5:45,27.075,27.075,27.173,0,0,0
11/1/2015 6:00,27.075,27.075,27.173,0,0,0
11/1/2015 6:15,27.075,26.977,27.173,0,0,0
11/1/2015 6:30,27.075,26.977,27.173,53.8,32.3,32.3
11/1/2015 6:45,27.075,26.977,27.173,236.8,150.7,183
11/1/2015 7:00,27.075,26.977,27.173,538.2,333.7,430.6
11/1/2015 7:15,27.075,26.977,27.075,602.8,409,430.6
11/1/2015 7:30,27.075,26.977,27.075,742.7,484.4,516.7
11/1/2015 7:45,26.977,26.977,27.075,1291.7,796.5,861.1
11/1/2015 8:00,26.977,26.977,27.075,1550,1108.7,1162.5
11/1/2015 8:15,27.075,26.977,27.075,4477.8,3788.9,4822.3
11/1/2015 8:30,27.075,26.977,27.173,8611.2,10333.4,7233.4
11/1/2015 8:45,27.173,27.075,27.272,18600.1,9300.1,9300.1
11/1/2015 9:00,27.567,27.173,27.37,46844.8,7577.8,8611.2
11/1/2015 9:15,27.862,27.272,27.567,46844.8,22044.6,8266.7
11/1/2015 9:30,28.06,27.468,27.665,19977.9,22044.6,9644.5
11/1/2015 9:45,28.258,27.567,27.862,31689.1,22044.6,13089
11/1/2015 10:00,28.555,27.665,28.06,14466.8,9300.1,7233.4
11/1/2015 10:15,28.655,27.862,28.159,37200.2,20666.8,12400.1
11/1/2015 10:30,28.754,27.961,28.357,24800.2,30311.3,21355.7
11/1/2015 10:45,28.853,28.159,28.555,34444.7,22044.6,23422.4
11/1/2015 11:00,29.053,28.258,28.655,41333.6,23422.4,18600.1
11/1/2015 11:15,29.152,28.357,28.853,37200.2,42711.4,24800.2
11/1/2015 11:30,29.252,28.456,28.953,41333.6,26178,26178
11/1/2015 11:45,29.252,28.456,28.853,8266.7,5166.7,5166.7
11/1/2015 12:00,29.053,28.258,28.655,6544.5,4477.8,4822.3
11/1/2015 12:15,29.053,28.258,28.655,28933.5,13089,10333.4
11/1/2015 12:30,29.053,28.258,28.655,55111.5,21355.7,14466.8
11/1/2015 12:45,29.053,28.357,28.655,7577.8,4994.5,5511.1
11/1/2015 13:00,28.953,28.258,28.655,41333.6,13777.9,11711.2
11/1/2015 13:15,29.152,28.357,28.655,23422.4,11022.3,10333.4
11/1/2015 13:30,29.152,28.456,28.754,7233.4,4133.4,4650
11/1/2015 13:45,29.152,28.456,28.754,33066.9,9300.1,7233.4
11/1/2015 14:00,29.152,28.456,28.754,34444.7,9644.5,8266.7
11/1/2015 14:15,29.053,28.456,28.655,19289,6544.5,5166.7
11/1/2015 14:30,28.953,28.357,28.754,8266.7,5338.9,6200
11/1/2015 14:45,28.853,28.357,28.655,6200,3788.9,4305.6
11/1/2015 15:00,28.853,28.357,28.754,3961.1,2238.9,3272.2
11/1/2015 15:15,28.754,28.258,28.655,8611.2,2927.8,4994.5
11/1/2015 15:30,28.754,28.258,28.655,15155.7,5338.9,11711.2
11/1/2015 15:45,28.754,28.258,28.655,4133.4,2411.1,2927.8
11/1/2015 16:00,28.655,28.258,28.655,4133.4,2497.2,2583.4
11/1/2015 16:15,28.555,28.159,28.655,5511.1,3616.7,3788.9
11/1/2015 16:30,28.555,28.159,28.555,4650,2927.8,3272.2
11/1/2015 16:45,28.456,28.159,28.555,2927.8,1808.3,2152.8
11/1/2015 17:00,28.456,28.159,28.456,2152.8,1377.8,1377.8
11/1/2015 17:15,28.357,28.06,28.456,1550,936.5,1173.3
11/1/2015 17:30,28.258,28.06,28.357,818.1,538.2,549
11/1/2015 17:45,28.258,28.06,28.357,344.4,215.3,204.5
11/1/2015 18:00,28.258,28.06,28.357,21.5,10.8,10.8
11/1/2015 18:15,28.159,27.961,28.258,0,0,0
11/1/2015 18:30,28.159,27.961,28.258,0,0,0
11/1/2015 18:45,28.06,27.961,28.159,0,0,0
11/1/2015 19:00,28.06,27.862,28.159,0,0,0
11/1/2015 19:15,28.06,27.862,28.159,0,0,0
11/1/2015 19:30,27.961,27.862,28.06,0,0,0
11/1/2015 19:45,27.961,27.862,28.06,0,0,0
11/1/2015 20:00,27.961,27.764,27.961,0,0,0
11/1/2015 20:15,27.862,27.764,27.961,0,0,0
11/1/2015 20:30,27.862,27.665,27.961,0,0,0
11/1/2015 20:45,27.862,27.665,27.862,0,0,0
11/1/2015 21:00,27.862,27.665,27.862,0,0,0
11/1/2015 21:15,27.764,27.665,27.862,0,0,0
11/1/2015 21:30,27.764,27.567,27.862,0,0,0
11/1/2015 21:45,27.764,27.567,27.764,0,0,0
11/1/2015 22:00,27.665,27.567,27.764,0,0,0
11/1/2015 22:15,27.665,27.567,27.764,0,0,0
11/1/2015 22:30,27.665,27.567,27.764,0,0,0
11/1/2015 22:45,27.665,27.567,27.764,0,0,0
11/1/2015 23:00,27.665,27.468,27.665,0,0,0
