,Aquarium,Date,Tank,Experiment,Substrate,NutLevel,NN,Time,Flow,TankTA,HeaderTA,TankTemp,TankpH,TankSalinity,HeaderTemp,HeaderpH,HeaderSalinity,TankP,TankN,TankSi,HeaderP,HeaderSi,HeaderN,HeaderTA.norm,TankTA.norm,TankCO2,TankHCO3,TankCO3,TankDIC,TankOmegaArag,TankOmegaCalcite,TankpCO2,TankfCO2,HeaderCO2,HeaderHCO3,HeaderCO3,HeaderDIC,HeaderOmegaArag,HeaderOmegaCalcite,HeaderpCO2,HeaderfCO2,ResTime.mean,Flow.mean,SA,AFDW,DW,Volume,DayNight,NEC.AFDW,NEC.DW,NEC.Vol,NEC.SA,TankDIC.norm,HeaderDIC.norm,NCP.AFDW,NCP.DW,NCP.Vol,NCP.SA,R,GPP
107,16,12/3/2015,2,1,Sand,Ambient,0,14:00,NA,2163.204085,2183.870178,26.92,7.990732635,37.96352989,26.05,7.967938601,38.31921336,NA,NA,NA,0.22,2.6,0.38,2183.270178,2163.204085,11.24052378,1657.920149,201.0644568,1870.225129,3.148713558,4.731738133,422.8688306,421.5504361,12.34375837,1703.339482,191.3349976,1907.018238,2.975714398,4.483221696,455.4634929,454.0284082,2.480134053,38.16666667,211.24069,5.7934,185.2716,171.8168698,Day,4.055974133,0.126829371,0.136761196,0.111237473,1870.225129,1907.018238,10.81806209,0.338278295,0.364768378,0.296691707,2.54563826,13.36370035
108,16,12/3/2015,2,1,Sand,Ambient,0,18:00,37.5,2207.247172,2169.886181,25.85,7.941233037,38.48752,25.49,7.955733831,38.64408746,NA,NA,NA,0.07,1.68,0.12,2169.696181,2207.247172,13.49667617,1746.537627,183.7970414,1943.831344,2.851915604,4.299026888,495.9900058,494.4233652,12.83224292,1706.793829,183.88879,1903.514862,2.845148724,4.293354778,467.7713767,466.2874511,2.480134053,38.16666667,211.24069,5.7934,185.2716,171.8168698,Day,-7.590209422,-0.23734409,-0.255930162,-0.208165952,1943.831344,1903.514862,-8.70819096,-0.272303113,-0.293626776,-0.238827252,2.54563826,-6.1625527
109,16,12/3/2015,2,1,Sand,Ambient,0,22:00,NA,2171.086476,2169.79177,25.3,7.94663322,38.50660474,25.22,7.93426295,38.49975298,NA,NA,NA,0.06,0.82,0.15,2169.58177,2171.086476,13.25799314,1719.101865,179.5948025,1911.954661,2.779739182,4.19742497,480.6709498,479.1425583,13.74351529,1729.270178,175.0444376,1918.058131,2.708557379,4.090972566,497.2632603,495.6805428,2.480134053,38.16666667,211.24069,5.7934,185.2716,171.8168698,Night,-0.30414733,-0.009510617,-0.010255379,-0.008341419,1911.954661,1918.058131,2.771545064,0.086665572,0.093452227,0.076011251,2.54563826,5.317183324
110,16,12/4/2015,2,1,Sand,Ambient,0,2:00,NA,2181.226215,2166.959044,25.12,7.917100625,37.75904918,24.93,7.924867579,38.21992454,NA,NA,NA,0.28,1.58,0.22,2166.459044,2181.226215,14.65043551,1760.201283,167.9726394,1942.824358,2.61393829,3.951132566,526.7239588,525.0453771,14.23969963,1740.492284,169.5768707,1924.308854,2.62691024,3.971830593,510.7472728,509.1158717,2.480134053,38.16666667,211.24069,5.7934,185.2716,171.8168698,Night,-2.984899132,-0.093337104,-0.100646198,-0.081862612,1942.824358,1924.308854,-4.500205662,-0.140720388,-0.151739998,-0.123420784,2.54563826,-1.954567402
111,16,12/4/2015,2,1,Sand,Ambient,0,6:00,NA,2186.790946,2200.284973,24.81,7.906275307,38.47333,24.67,7.918408654,38.44184545,NA,NA,NA,0.26,1.58,0.04,2199.984973,2186.790946,15.13513395,1771.093849,165.4865496,1951.715533,2.556882356,3.866833024,541.9451745,540.2115318,14.79272502,1774.872757,169.5503516,1959.215833,2.618859178,3.962326892,527.733927,526.0428934,2.480134053,38.16666667,211.24069,5.7934,185.2716,171.8168698,Night,2.666918379,0.08339392,0.089924377,0.073141803,1951.715533,1959.215833,0.365164054,0.011418595,0.012312769,0.010014839,2.54563826,2.910802314
112,16,12/4/2015,2,1,Sand,Ambient,0,10:00,39,2197.373808,2180.555592,25.07,7.934709058,38.1764716,24.98,7.947823789,38.32814901,NA,NA,NA,0.07,6.2,0.14,2180.345592,2197.373808,14.01523679,1756.597546,175.807827,1946.42061,2.726006231,4.119991047,504.3494804,502.7412666,13.41583767,1731.660729,178.6111566,1923.687723,2.764954966,4.179644634,482.0723841,480.5335613,2.480134053,38.16666667,211.24069,5.7934,185.2716,171.8168698,Day,-3.441925821,-0.107628223,-0.116056433,-0.094396837,1946.42061,1923.687723,-5.748104376,-0.179741892,-0.193817219,-0.157645139,2.54563826,-3.202466116
113,17,12/3/2015,2,1,Coral,Med,3,10:00,31,2137.659387,2179.256796,25.75,7.946955943,37.75590881,25.07,7.968507919,38.32686858,NA,NA,NA,0.09,2.76,4.65,2174.516796,2137.659387,12.99018973,1692.126652,176.9932759,1882.110118,2.761913226,4.166637919,474.4034982,472.9032608,12.62535362,1712.090057,185.8142479,1910.529658,2.877571298,4.348675418,454.6886888,453.2389103,2.901232758,32.66666667,359.731069,5.1144,98.15717,105,Day,7.214206415,0.375890394,0.351393688,0.102566446,1882.110118,1910.529658,3.911069992,0.203783141,0.190502632,0.055604806,13.94377156,17.85484156
114,17,12/3/2015,2,1,Coral,Med,3,14:00,NA,2114.168413,2174.952069,26.47,8.099839965,38.18927499,26.07,7.967651472,38.30245055,NA,NA,NA,1.12,2.79,5.1,2168.732069,2114.168413,8.074438745,1520.410147,234.3220491,1762.806635,3.655073579,5.499806043,300.8088792,299.8660564,12.29672892,1696.193717,190.477793,1898.968239,2.963062805,4.463921294,453.9118725,452.4820256,2.901232758,32.66666667,359.731069,5.1144,98.15717,105,Day,10.67990094,0.556467606,0.520202718,0.151839221,1762.806635,1898.968239,42.62270208,2.220821439,2.076090929,0.605979206,13.94377156,56.56647365
115,17,12/3/2015,2,1,Coral,Med,3,18:00,33,2108.5,2181.669907,25.4,7.995847738,38.64606462,25.82,7.949327563,38.43866297,NA,NA,NA,1.25,1.76,2.79,2177.629907,2108.5,11.14859421,1623.553416,191.2234467,1825.925457,2.957459857,4.464086648,405.4943695,404.2066931,13.05330631,1719.436444,183.9570337,1916.446784,2.85521527,4.304521487,479.2209092,477.7067144,2.901232758,32.66666667,359.731069,5.1144,98.15717,105,Day,13.53099505,0.705021559,0.659075439,0.192374046,1825.925457,1916.446784,21.90500297,1.141342473,1.066961402,0.311429723,13.94377156,35.84877453
116,17,12/3/2015,2,1,Coral,Med,3,22:00,NA,2153.806572,2184.217429,25.24,7.847840218,38.48271173,25.22,7.930884763,38.49975298,NA,NA,NA,0.94,0.56,1.54,2181.737429,2153.806572,17.27199127,1781.585012,147.8534318,1946.710435,2.288337099,3.456092286,625.1862182,623.196532,13.96901205,1744.02428,175.1700293,1933.163322,2.710500728,4.093907776,505.4221234,503.8134224,2.901232758,32.66666667,359.731069,5.1144,98.15717,105,Night,5.46698678,0.284852927,0.266289116,0.077725722,1946.710435,1933.163322,-10.77021754,-0.561173479,-0.524601911,-0.153123278,13.94377156,3.173554019
117,17,12/4/2015,2,1,Coral,Med,3,2:00,NA,2156.846451,2172.774736,25.13,7.842616298,38.42620317,24.94,7.921344184,38.28681678,NA,NA,NA,1.82,1.56,5.13,2165.824736,2156.846451,17.60255434,1789.537547,145.9725471,1953.112649,2.259260892,3.413445046,635.217584,633.1932455,14.40428937,1747.460632,169.1823659,1931.047287,2.619457911,3.960285437,516.9603711,515.3093135,2.901232758,32.66666667,359.731069,5.1144,98.15717,105,Night,1.757345484,0.091565066,0.085597788,0.024984686,1953.112649,1931.047287,-10.39517833,-0.541632364,-0.506334286,-0.147791238,13.94377156,3.548593229
118,17,12/4/2015,2,1,Coral,Med,3,6:00,NA,2151.733981,2180.083276,24.91,7.766211738,38.46330626,24.62,7.914040231,38.48476852,0.78,1.08,0.08,0.31,1.63,4.99,2174.783276,2151.733981,21.64038355,1837.697365,124.8056915,1984.14344,1.929290741,2.916829046,776.7884584,774.3059233,14.84100719,1761.593344,166.442606,1942.876957,2.569413027,3.888023897,528.9074767,527.2116483,2.901232758,32.66666667,359.731069,5.1144,98.15717,105,Night,4.511504644,0.235068303,0.219748946,0.064141358,1984.14344,1942.876957,-20.66591881,-1.076780995,-1.006607383,-0.293813307,13.94377156,-6.722147248
119,17,12/4/2015,2,1,Coral,Med,3,10:00,34,2149.744059,2180.536561,25.22,7.90048108,37.90002548,24.96,7.954871686,38.26980604,NA,NA,NA,1.25,2.15,5.53,2173.756561,2149.744059,15.04037998,1744.176632,161.270082,1920.487094,2.507848218,3.789209045,542.4943055,540.7675346,13.17108118,1726.57924,180.6440678,1920.394389,2.797547132,4.229314609,472.8966431,471.3867588,2.901232758,32.66666667,359.731069,5.1144,98.15717,105,Day,4.700035913,0.244891572,0.228932035,0.066821761,1920.487094,1920.394389,-4.736326781,-0.246782478,-0.230699711,-0.067337719,13.94377156,9.207444783
120,18,12/3/2015,2,1,Algae,Med,3,10:00,31,2171.421658,2179.256796,25.35,8.064104353,38.46406513,25.07,7.968507919,38.32686858,NA,NA,NA,0.09,2.76,4.65,2174.516796,2171.421658,9.489904548,1613.84104,221.1716967,1844.502641,3.425211492,5.171400482,344.4106363,343.3163482,12.62535362,1712.090057,185.8142479,1910.529658,2.877571298,4.348675418,454.6886888,453.2389103,3.08660693,30.66666667,2895.074673,6.9659,16.5256,167.1247652,Day,0.418082973,0.176231071,0.017426048,0.001005958,1844.502641,1910.529658,17.41942325,7.342665949,0.726056131,0.04191324,12.49201403,29.91143728
121,18,12/3/2015,2,1,Algae,Med,3,14:00,NA,2157.83537,2174.952069,26.7,8.27123548,38.07187209,26.07,7.967651472,38.30245055,NA,NA,NA,1.12,2.79,5.1,2168.732069,2157.83537,4.862689752,1363.553397,313.6705142,1682.086601,4.902732579,7.372278375,182.0632376,181.4942602,12.29672892,1696.193717,190.477793,1898.968239,2.963062805,4.463921294,453.9118725,452.4820256,3.08660693,30.66666667,2895.074673,6.9659,16.5256,167.1247652,Day,1.471896994,0.620436612,0.061349898,0.003541562,1682.086601,1898.968239,57.11968782,24.07719135,2.380796365,0.137436881,12.49201403,69.61170186
122,18,12/3/2015,2,1,Algae,Med,3,18:00,30,2167.015709,2181.669907,25.85,8.082056031,38.41336124,25.82,7.949327563,38.43866297,NA,NA,NA,1.25,1.76,2.79,2177.629907,2167.015709,8.865153291,1585.843874,230.4427704,1825.151797,3.577957384,5.393690674,325.6610129,324.6325771,13.05330631,1719.436444,183.9570337,1916.446784,2.85521527,4.304521487,479.2209092,477.7067144,3.08660693,30.66666667,2895.074673,6.9659,16.5256,167.1247652,Day,1.433737513,0.60435156,0.059759379,0.003449746,1825.151797,1916.446784,23.23002837,9.791962446,0.968247012,0.055894259,12.49201403,35.7220424
123,18,12/3/2015,2,1,Algae,Med,3,22:00,NA,2195.052922,2184.217429,25.13,7.884856377,38.42620317,25.22,7.930884763,38.49975298,NA,NA,NA,0.94,0.56,1.54,2181.737429,2195.052922,15.98552941,1791.151101,161.0284729,1968.165103,2.492285973,3.76551519,576.8644147,575.0261614,13.96901205,1744.02428,175.1700293,1933.163322,2.710500728,4.093907776,505.4221234,503.8134224,3.08660693,30.66666667,2895.074673,6.9659,16.5256,167.1247652,Night,-1.798621226,-0.758157985,-0.074968037,-0.0043277,1968.165103,1933.163322,-7.657273132,-3.227707249,-0.319161549,-0.018424326,12.49201403,4.834740902
124,18,12/4/2015,2,1,Algae,Med,3,2:00,NA,2178.72357,2172.774736,26.02,7.796542495,37.53312954,24.94,7.921344184,38.28681678,NA,NA,NA,1.82,1.56,5.13,2165.824736,2178.72357,19.8685994,1837.228658,136.6074161,1993.704674,2.138111041,3.223403529,729.6145059,727.3140597,14.40428937,1747.460632,169.1823659,1931.047287,2.619457911,3.960285437,516.9603711,515.3093135,3.08660693,30.66666667,2895.074673,6.9659,16.5256,167.1247652,Night,-1.742340042,-0.734434241,-0.07262219,-0.004192281,1993.704674,1931.047287,-15.18484468,-6.400742459,-0.632917027,-0.036536574,12.49201403,-2.692830649
125,18,12/4/2015,2,1,Algae,Med,3,6:00,NA,2179.737257,2180.083276,24.93,7.799753056,37.69281588,24.62,7.914040231,38.48476852,NA,NA,NA,0.31,1.63,4.99,2174.783276,2179.737257,20.21400298,1845.984197,133.3244391,1999.522639,2.074177585,3.137241897,723.0469022,720.7368236,14.84100719,1761.593344,166.442606,1942.876957,2.569413027,3.888023897,528.9074767,527.2116483,3.08660693,30.66666667,2895.074673,6.9659,16.5256,167.1247652,Night,-0.669170521,-0.282069936,-0.027891587,-0.001610105,1999.522639,1942.876957,-14.63392429,-6.168517524,-0.609954204,-0.035210993,12.49201403,-2.141910253
126,18,12/4/2015,2,1,Algae,Med,3,10:00,31,2175.659066,2180.536561,25.24,7.942423113,38.18278496,24.96,7.954871686,38.26980604,NA,NA,NA,1.25,2.15,5.53,2173.756561,2175.659066,13.51505748,1730.00832,177.3757237,1920.899101,2.752146018,4.157292569,488.4369589,486.8827277,13.17108118,1726.57924,180.6440678,1920.394389,2.797547132,4.229314609,472.8966431,471.3867588,3.08660693,30.66666667,2895.074673,6.9659,16.5256,167.1247652,Day,-0.256985293,-0.108324893,-0.010711362,-0.000618338,1920.899101,1920.394389,0.120634947,0.050850255,0.005028165,0.000290262,12.49201403,12.61264898
127,19,12/3/2015,2,1,Rubble,Med,3,10:00,30,2169.791028,2179.256796,25.33,7.93438556,38.40618151,25.07,7.968507919,38.32686858,NA,NA,NA,0.09,2.76,4.65,2174.516796,2169.791028,13.71314267,1728.59631,175.3854772,1917.69493,2.717231605,4.1028719,497.2849797,495.7043064,12.62535362,1712.090057,185.8142479,1910.529658,2.877571298,4.348675418,454.6886888,453.2389103,3.023009259,31.33333333,1134.386399,13.2253,333.44144,310,Day,0.34329574,0.013616151,0.014645771,0.00400233,1917.69493,1910.529658,-1.384314745,-0.054906126,-0.059057993,-0.016139102,7.545928366,6.161613621
128,19,12/3/2015,2,1,Rubble,Med,3,14:00,NA,2147.407926,2174.952069,26.7,8.044333357,38.07187209,26.07,7.967651472,38.30245055,0.58,3.26,2.15,1.12,2.79,5.1,2168.732069,2147.407926,9.608366963,1597.875898,217.9929605,1825.477226,3.407273368,5.123544343,359.7456574,358.6211629,12.29672892,1696.193717,190.477793,1898.968239,2.963062805,4.463921294,453.9118725,452.4820256,3.023009259,31.33333333,1134.386399,13.2253,333.44144,310,Day,1.549057728,0.061440333,0.066086301,0.018059766,1825.477226,1898.968239,9.128212827,0.362052638,0.389430171,0.106421721,7.545928366,16.67414119
129,19,12/3/2015,2,1,Rubble,Med,3,18:00,32,2168.11725,2181.669907,26.01,7.961774373,38.20502312,25.82,7.949327563,38.43866297,NA,NA,NA,1.25,1.76,2.79,2177.629907,2168.11725,12.49476119,1697.362887,187.2473912,1897.105039,2.914435363,4.391759191,460.3112006,458.8601308,13.05330631,1719.436444,183.9570337,1916.446784,2.85521527,4.304521487,479.2209092,477.7067144,3.023009259,31.33333333,1134.386399,13.2253,333.44144,310,Day,0.691031515,0.027408408,0.029480965,0.008056425,1897.105039,1916.446784,2.119067801,0.084048664,0.090404217,0.024705257,7.545928366,9.664996167
130,19,12/3/2015,2,1,Rubble,Med,3,22:00,NA,2187.551744,2184.217429,25.27,7.855865852,38.53216618,25.22,7.930884763,38.49975298,NA,NA,NA,0.94,0.56,1.54,2181.737429,2187.551744,17.15358821,1803.967723,152.830596,1973.951907,2.364677634,3.570966636,621.5245104,619.5472067,13.96901205,1744.02428,175.1700293,1933.163322,2.710500728,4.093907776,505.4221234,503.8134224,3.023009259,31.33333333,1134.386399,13.2253,333.44144,310,Night,-0.422371468,-0.016752535,-0.018019321,-0.004924239,1973.951907,1933.163322,-5.503669561,-0.218292247,-0.234798971,-0.064164804,7.545928366,2.042258805
131,19,12/4/2015,2,1,Rubble,Med,3,2:00,NA,2189.479043,2172.774736,25.17,7.823476011,38.16696485,24.94,7.921344184,38.28681678,1.32,1.62,2.32,1.82,1.56,5.13,2165.824736,2189.479043,18.85410766,1832.561305,142.4611677,1993.87658,2.210049905,3.339179055,680.1459829,677.9794064,14.40428937,1747.460632,169.1823659,1931.047287,2.619457911,3.960285437,516.9603711,515.3093135,3.023009259,31.33333333,1134.386399,13.2253,333.44144,310,Night,-1.718328707,-0.068154134,-0.073307783,-0.02003322,1993.87658,1931.047287,-7.409935106,-0.293900526,-0.316124564,-0.086389095,7.545928366,0.13599326
132,19,12/4/2015,2,1,Rubble,Med,3,6:00,NA,2197.092996,2180.083276,24.93,7.781154951,38.37075447,24.62,7.914040231,38.48476852,NA,NA,NA,0.31,1.63,4.99,2174.783276,2197.092996,21.26311359,1868.519073,131.1805809,2020.962768,2.029573445,3.06840531,763.2615943,760.8229207,14.84100719,1761.593344,166.442606,1942.876957,2.569413027,3.888023897,528.9074767,527.2116483,3.023009259,31.33333333,1134.386399,13.2253,333.44144,310,Night,-1.620653369,-0.064280034,-0.069140732,-0.018894468,2020.962768,1942.876957,-9.72418043,-0.385690523,-0.414855495,-0.113369839,7.545928366,-2.178252064
133,19,12/4/2015,2,1,Rubble,Med,3,10:00,32,2188.25362,2180.536561,25.2,7.917655637,37.9917177,24.96,7.954871686,38.26980604,NA,NA,NA,1.25,2.15,5.53,2173.756561,2188.25362,14.60755145,1762.681312,169.7639634,1947.052826,2.637737116,3.985457122,526.8701381,525.1927218,13.17108118,1726.57924,180.6440678,1920.394389,2.797547132,4.229314609,472.8966431,471.3867588,3.023009259,31.33333333,1134.386399,13.2253,333.44144,310,Day,-1.053115301,-0.041769751,-0.044928277,-0.012277797,1947.052826,1920.394389,-2.820002507,-0.111849862,-0.120307675,-0.032877139,7.545928366,4.725925858
134,20,12/3/2015,2,1,Sand,Med,3,10:00,27,2160.607437,2179.256796,25.4,7.962086236,38.19736681,25.07,7.968507919,38.32686858,0.12,3.84,1.52,0.09,2.76,4.65,2174.516796,2160.607437,12.645314,1699.033423,183.397018,1895.075755,2.847162886,4.298642883,458.864298,457.4070523,12.62535362,1712.090057,185.8142479,1910.529658,2.877571298,4.348675418,454.6886888,453.2389103,3.424364978,27.66666667,211.24069,6.223,205.6954,190.7574596,Day,1.895694259,0.057351333,0.061842433,0.0558458,1895.075755,1910.529658,2.316703418,0.070088322,0.075576837,0.06824843,6.41923725,8.735940668
135,20,12/3/2015,2,1,Sand,Med,3,14:00,NA,2159.598481,2174.952069,26.71,8.047548581,37.99079077,26.07,7.967651472,38.30245055,NA,NA,NA,1.12,2.79,5.1,2168.732069,2159.598481,9.583671221,1605.075907,220.3009191,1834.960497,3.445850261,5.181677399,358.7589963,357.6377227,12.29672892,1696.193717,190.477793,1898.968239,2.963062805,4.463921294,453.9118725,452.4820256,3.424364978,27.66666667,211.24069,6.223,205.6954,190.7574596,Day,1.244808646,0.037659783,0.040608866,0.036671174,1834.960497,1898.968239,16.20230866,0.490176089,0.528561069,0.477308452,6.41923725,22.62154591
136,20,12/3/2015,2,1,Sand,Med,3,18:00,27,2158.775583,2181.669907,25.72,8.001345049,38.44885223,25.82,7.949327563,38.43866297,NA,NA,NA,1.25,1.76,2.79,2177.629907,2158.775583,11.17875979,1656.81836,199.125948,1867.123068,3.089055296,4.658502183,409.4108661,408.1157848,13.05330631,1719.436444,183.9570337,1916.446784,2.85521527,4.304521487,479.2209092,477.7067144,3.424364978,27.66666667,211.24069,6.223,205.6954,190.7574596,Day,2.569639174,0.077740506,0.083828253,0.075699737,1867.123068,1916.446784,10.87493234,0.32900446,0.354768323,0.320367747,6.41923725,17.29416959
137,20,12/3/2015,2,1,Sand,Med,3,22:00,NA,2183.102297,2184.217429,25.21,7.912446374,38.43320766,25.22,7.930884763,38.49975298,NA,NA,NA,0.94,0.56,1.54,2181.737429,2183.102297,14.70554457,1758.597917,168.991729,1942.29519,2.61625764,3.951824243,531.7546469,530.0618758,13.96901205,1744.02428,175.1700293,1933.163322,2.710500728,4.093907776,505.4221234,503.8134224,3.424364978,27.66666667,211.24069,6.223,205.6954,190.7574596,Night,-0.186016655,-0.00562765,-0.006068343,-0.005479918,1942.29519,1933.163322,-2.303132001,-0.069677739,-0.075134102,-0.067848625,6.41923725,4.116105249
138,20,12/4/2015,2,1,Sand,Med,3,2:00,NA,2182.724957,2172.774736,25.03,7.862601298,38.51153792,24.94,7.921344184,38.28681678,0.9,1.06,1.55,1.82,1.56,5.13,2165.824736,2182.724957,16.91223727,1797.7953,153.2658897,1967.973427,2.369454217,3.580882458,609.051512,607.1082582,14.40428937,1747.460632,169.1823659,1931.047287,2.619457911,3.960285437,516.9603711,515.3093135,3.424364978,27.66666667,211.24069,6.223,205.6954,190.7574596,Night,-2.303316201,-0.069683312,-0.075140111,-0.067854052,1967.973427,1931.047287,-7.761945584,-0.234825802,-0.253214671,-0.228661378,6.41923725,-1.342708333
139,20,12/4/2015,2,1,Sand,Med,3,6:00,NA,2194.604678,2180.083276,24.75,7.851295784,38.52478913,24.62,7.914040231,38.48476852,NA,NA,NA,0.31,1.63,4.99,2174.783276,2194.604678,17.65977206,1819.247006,149.6056343,1986.512413,2.30994632,3.493938983,631.5608567,629.538857,14.84100719,1761.593344,166.442606,1942.876957,2.569413027,3.888023897,528.9074767,527.2116483,3.424364978,27.66666667,211.24069,6.223,205.6954,190.7574596,Night,-2.701441381,-0.081727981,-0.088127981,-0.079582535,1986.512413,1942.876957,-9.192634166,-0.278109099,-0.29988742,-0.270808443,6.41923725,-2.773396915
140,20,12/4/2015,2,1,Sand,Med,3,10:00,29,2186.716761,2180.536561,25.06,7.91626144,38.26014401,24.96,7.954871686,38.26980604,NA,NA,NA,1.25,2.15,5.53,2173.756561,2186.716761,14.66281668,1761.925688,169.2462994,1945.834804,2.622339966,3.963236706,527.750636,526.0675535,13.17108118,1726.57924,180.6440678,1920.394389,2.797547132,4.229314609,472.8966431,471.3867588,3.424364978,27.66666667,211.24069,6.223,205.6954,190.7574596,Day,-1.766334217,-0.053437743,-0.057622375,-0.052034946,1945.834804,1920.394389,-5.168169209,-0.156355062,-0.168599,-0.152250577,6.41923725,1.251068041
141,21,12/3/2015,2,1,Coral,High,6,10:00,28,2139.425164,2174.446045,25.45,7.990062164,38.29741418,25,7.983035313,37.70938204,NA,NA,NA,1.21,1.67,7.52,2165.716045,2139.425164,11.53931526,1656.228145,191.4278004,1859.195261,2.969992482,4.483122933,419.4688193,418.137553,12.20575998,1702.393847,188.0593095,1902.658917,2.926190301,4.424923184,437.4003829,436.0045686,3.304656085,28.66666667,333.1300036,4.8513,95.78623,99,Day,4.762793636,0.241221946,0.233391321,0.069359531,1859.195261,1902.658917,10.98475206,0.556346436,0.538286138,0.159968562,24.3019838,35.28673586
142,21,12/3/2015,2,1,Coral,High,6,14:00,NA,2115.289377,2170.434693,27.01,8.229533004,38.32450626,26.03,7.974963827,38.26213334,NA,NA,NA,2.26,2.8,10.1,2158.074693,2115.289377,5.35074273,1373.153417,291.7778279,1670.281987,4.557197518,6.844700576,202.1054553,201.4761877,12.0386135,1687.075556,192.2248497,1891.339019,2.990733019,4.506288127,443.8553084,442.456479,3.304656085,28.66666667,333.1300036,4.8513,95.78623,99,Day,7.750886353,0.392560339,0.379816919,0.112874477,1670.281987,1891.339019,72.34144868,3.663888536,3.544950202,1.053492829,24.3019838,96.64343248
143,21,12/3/2015,2,1,Coral,High,6,18:00,28,2122.887372,2161.759718,25.97,8.038166465,38.46036713,25.84,7.943984946,38.42179206,NA,NA,NA,2.47,1.54,5.46,2153.829718,2122.887372,9.81449192,1591.00563,210.0977499,1810.917871,3.262464994,4.916098755,361.6895936,360.5489921,13.11865064,1707.38809,180.5022041,1901.008945,2.802236091,4.224422083,481.8154988,480.2934704,3.304656085,28.66666667,333.1300036,4.8513,95.78623,99,Day,5.605442002,0.283899688,0.274683644,0.081630836,1810.917871,1901.008945,27.0359283,1.36929284,1.324842414,0.393718361,24.3019838,51.3379121
144,21,12/3/2015,2,1,Coral,High,6,22:00,NA,2139.720664,2162.699563,25.1,7.826136467,38.52700528,25.24,7.928911271,38.48271173,NA,NA,NA,2.17,0.91,1.44,2159.089563,2139.720664,18.24430337,1785.79545,140.3877752,1944.427528,2.170709234,3.279789166,658.2273345,656.1288472,13.89653406,1727.594011,172.7975583,1914.288103,2.674398954,4.039164335,503.0061417,501.4055239,3.304656085,28.66666667,333.1300036,4.8513,95.78623,99,Night,3.508823797,0.177711941,0.171942999,0.05109824,1944.427528,1914.288103,-14.42879723,-0.730777524,-0.707054788,-0.210123445,24.3019838,9.873186569
145,21,12/4/2015,2,1,Coral,High,6,2:00,NA,2156.511124,2174.393023,25.14,7.715761019,38.49285295,24.94,7.914581463,38.36222707,2.19,0.9,1.61,3.4,1.27,9.64,2161.353023,2156.511124,24.61567177,1869.756527,114.0857131,2008.457912,1.764822781,2.666238722,888.8282188,885.9951842,14.67408554,1753.51459,167.4128861,1935.601562,2.590436649,3.916242565,526.8499128,525.1672511,3.304656085,28.66666667,333.1300036,4.8513,95.78623,99,Night,0.877146937,0.044424997,0.042982858,0.012773701,2008.457912,1935.601562,-27.27411402,-1.38135627,-1.336514236,-0.397187008,24.3019838,-2.972130221
146,21,12/4/2015,2,1,Coral,High,6,6:00,NA,2161.211189,2196.339273,24.88,7.665160666,38.4889784,24.64,7.908679782,38.46758972,NA,NA,NA,3.05,1.25,7.9,2185.389273,2161.211189,28.30675226,1903.986916,102.4071964,2034.700865,1.582510262,2.392732992,1015.451522,1012.204174,15.17266898,1779.373943,166.1220523,1960.668664,2.565041207,3.881205061,540.9517933,539.2177458,3.304656085,28.66666667,333.1300036,4.8513,95.78623,99,Night,4.380044343,0.221836783,0.214635446,0.063785636,2034.700865,1960.668664,-31.20304015,-1.580345199,-1.529043522,-0.454403107,24.3019838,-6.901056348
147,21,12/4/2015,2,1,Coral,High,6,10:00,30,2142.048726,2173.555659,25.09,7.838104016,38.38507233,24.89,7.962636962,38.25392719,NA,NA,NA,2.2,8.1,8.04,2163.315659,2142.048726,17.7168711,1780.707102,143.4152362,1941.839209,2.220074874,3.354730225,638.5672513,636.5312405,12.87252841,1715.380535,182.1798815,1910.432945,2.820881214,4.265549556,461.327887,459.8537049,3.304656085,28.66666667,333.1300036,4.8513,95.78623,99,Day,3.852667134,0.195126628,0.188792364,0.056105556,1941.839209,1910.432945,-15.23163575,-0.771439011,-0.746396308,-0.221815008,24.3019838,9.070348057
148,22,12/3/2015,2,1,Algae,High,6,10:00,31,2164.013713,2174.446045,25.56,8.067772589,38.28625175,25,7.983035313,37.70938204,NA,NA,NA,1.21,1.67,7.52,2165.716045,2164.013713,9.320753584,1603.201383,222.4486306,1834.970768,3.45322454,5.210788988,339.7279172,338.6512612,12.20575998,1702.393847,188.0593095,1902.658917,2.926190301,4.424923184,437.4003829,436.0045686,3.020889337,31.33333333,3025.353033,6.8837,16.9099,174.6453796,Day,0.237754386,0.096785307,0.00937116,0.000540972,1834.970768,1902.658917,18.66943221,7.599972235,0.735861268,0.042479264,11.45664358,30.12607579
149,22,12/3/2015,2,1,Algae,High,6,14:00,NA,2179.05677,2170.434693,27.31,8.396052617,38.1496645,26.03,7.974963827,38.26213334,1.38,1.87,1.39,2.26,2.8,10.1,2158.074693,2179.05677,3.205547993,1212.459055,380.75179,1596.416393,5.964044605,8.949938925,121.8460181,121.4680483,12.0386135,1687.075556,192.2248497,1891.339019,2.990733019,4.506288127,443.8553084,442.456479,3.020889337,31.33333333,3025.353033,6.8837,16.9099,174.6453796,Day,-2.930439445,-1.192926393,-0.115504149,-0.00666774,1596.416393,1891.339019,85.31054868,34.7283085,3.362540854,0.194110313,11.45664358,96.76719227
