Aquarium,Date,Tank,Experiment,Substrate,NutLevel,Time,TankTA,HeaderTA,TankTemp,TankpH,HeaderTemp,HeaderpH,TankP,TankN,TankSi,HeaderP,HeaderSi,HeaderN,HeaderTA.norm,TankTA.norm,TankCO2,TankHCO3,TankCO3,TankDIC,TankOmegaArag,TankOmegaCalcite,TankpCO2,TankfCO2,HeaderCO2,HeaderHCO3,HeaderCO3,HeaderDIC,HeaderOmegaArag,HeaderOmegaCalcite,HeaderpCO2,HeaderfCO2,ResTime.mean,Flow.mean,SA,AFDW,DW,Volume,DayNight,NEC.AFDW,NCP.AFDW,R,GPP
16,12/3/2015,2,1,Sand,Ambient,18:00,2207.247172,2169.886181,25.85,7.941233037,25.49,7.955733831,NA,NA,NA,0.07,1.68,0.12,2169.696181,2207.247172,13.49667617,1746.537627,183.7970414,1943.831344,2.851915604,4.299026888,495.9900058,494.4233652,12.83224292,1706.793829,183.88879,1903.514862,2.845148724,4.293354778,467.7713767,466.2874511,2.480134053,38.16666667,211.24069,5.7934,185.2716,171.8168698,Day,-7.590209422,-8.70819096,2.54563826,-6.1625527
16,12/3/2015,2,1,Sand,Ambient,22:00,2171.086476,2169.79177,25.3,7.94663322,25.22,7.93426295,NA,NA,NA,0.06,0.82,0.15,2169.58177,2171.086476,13.25799314,1719.101865,179.5948025,1911.954661,2.779739182,4.19742497,480.6709498,479.1425583,13.74351529,1729.270178,175.0444376,1918.058131,2.708557379,4.090972566,497.2632603,495.6805428,2.480134053,38.16666667,211.24069,5.7934,185.2716,171.8168698,Night,-0.30414733,2.771545064,2.54563826,5.317183324
16,12/4/2015,2,1,Sand,Ambient,2:00,2181.226215,2166.959044,25.12,7.917100625,24.93,7.924867579,NA,NA,NA,0.28,1.58,0.22,2166.459044,2181.226215,14.65043551,1760.201283,167.9726394,1942.824358,2.61393829,3.951132566,526.7239588,525.0453771,14.23969963,1740.492284,169.5768707,1924.308854,2.62691024,3.971830593,510.7472728,509.1158717,2.480134053,38.16666667,211.24069,5.7934,185.2716,171.8168698,Night,-2.984899132,-4.500205662,2.54563826,-1.954567402
16,12/4/2015,2,1,Sand,Ambient,6:00,2186.790946,2200.284973,24.81,7.906275307,24.67,7.918408654,NA,NA,NA,0.26,1.58,0.04,2199.984973,2186.790946,15.13513395,1771.093849,165.4865496,1951.715533,2.556882356,3.866833024,541.9451745,540.2115318,14.79272502,1774.872757,169.5503516,1959.215833,2.618859178,3.962326892,527.733927,526.0428934,2.480134053,38.16666667,211.24069,5.7934,185.2716,171.8168698,Night,2.666918379,0.365164054,2.54563826,2.910802314
16,12/4/2015,2,1,Sand,Ambient,10:00,2197.373808,2180.555592,25.07,7.934709058,24.98,7.947823789,NA,NA,NA,0.07,6.2,0.14,2180.345592,2197.373808,14.01523679,1756.597546,175.807827,1946.42061,2.726006231,4.119991047,504.3494804,502.7412666,13.41583767,1731.660729,178.6111566,1923.687723,2.764954966,4.179644634,482.0723841,480.5335613,2.480134053,38.16666667,211.24069,5.7934,185.2716,171.8168698,Day,-3.441925821,-5.748104376,2.54563826,-3.202466116
17,12/3/2015,2,1,Coral,Med,10:00,2137.659387,2179.256796,25.75,7.946955943,25.07,7.968507919,NA,NA,NA,0.09,2.76,4.65,2174.516796,2137.659387,12.99018973,1692.126652,176.9932759,1882.110118,2.761913226,4.166637919,474.4034982,472.9032608,12.62535362,1712.090057,185.8142479,1910.529658,2.877571298,4.348675418,454.6886888,453.2389103,2.901232758,32.66666667,359.731069,5.1144,98.15717,105,Day,7.214206415,3.911069992,13.94377156,17.85484156
17,12/3/2015,2,1,Coral,Med,14:00,2114.168413,2174.952069,26.47,8.099839965,26.07,7.967651472,NA,NA,NA,1.12,2.79,5.1,2168.732069,2114.168413,8.074438745,1520.410147,234.3220491,1762.806635,3.655073579,5.499806043,300.8088792,299.8660564,12.29672892,1696.193717,190.477793,1898.968239,2.963062805,4.463921294,453.9118725,452.4820256,2.901232758,32.66666667,359.731069,5.1144,98.15717,105,Day,10.67990094,42.62270208,13.94377156,56.56647365
17,12/3/2015,2,1,Coral,Med,18:00,2108.5,2181.669907,25.4,7.995847738,25.82,7.949327563,NA,NA,NA,1.25,1.76,2.79,2177.629907,2108.5,11.14859421,1623.553416,191.2234467,1825.925457,2.957459857,4.464086648,405.4943695,404.2066931,13.05330631,1719.436444,183.9570337,1916.446784,2.85521527,4.304521487,479.2209092,477.7067144,2.901232758,32.66666667,359.731069,5.1144,98.15717,105,Day,13.53099505,21.90500297,13.94377156,35.84877453
17,12/3/2015,2,1,Coral,Med,22:00,2153.806572,2184.217429,25.24,7.847840218,25.22,7.930884763,NA,NA,NA,0.94,0.56,1.54,2181.737429,2153.806572,17.27199127,1781.585012,147.8534318,1946.710435,2.288337099,3.456092286,625.1862182,623.196532,13.96901205,1744.02428,175.1700293,1933.163322,2.710500728,4.093907776,505.4221234,503.8134224,2.901232758,32.66666667,359.731069,5.1144,98.15717,105,Night,5.46698678,-10.77021754,13.94377156,3.173554019
17,12/4/2015,2,1,Coral,Med,2:00,2156.846451,2172.774736,25.13,7.842616298,24.94,7.921344184,NA,NA,NA,1.82,1.56,5.13,2165.824736,2156.846451,17.60255434,1789.537547,145.9725471,1953.112649,2.259260892,3.413445046,635.217584,633.1932455,14.40428937,1747.460632,169.1823659,1931.047287,2.619457911,3.960285437,516.9603711,515.3093135,2.901232758,32.66666667,359.731069,5.1144,98.15717,105,Night,1.757345484,-10.39517833,13.94377156,3.548593229
17,12/4/2015,2,1,Coral,Med,6:00,2151.733981,2180.083276,24.91,7.766211738,24.62,7.914040231,0.78,1.08,0.08,0.31,1.63,4.99,2174.783276,2151.733981,21.64038355,1837.697365,124.8056915,1984.14344,1.929290741,2.916829046,776.7884584,774.3059233,14.84100719,1761.593344,166.442606,1942.876957,2.569413027,3.888023897,528.9074767,527.2116483,2.901232758,32.66666667,359.731069,5.1144,98.15717,105,Night,4.511504644,-20.66591881,13.94377156,-6.722147248
17,12/4/2015,2,1,Coral,Med,10:00,2149.744059,2180.536561,25.22,7.90048108,24.96,7.954871686,NA,NA,NA,1.25,2.15,5.53,2173.756561,2149.744059,15.04037998,1744.176632,161.270082,1920.487094,2.507848218,3.789209045,542.4943055,540.7675346,13.17108118,1726.57924,180.6440678,1920.394389,2.797547132,4.229314609,472.8966431,471.3867588,2.901232758,32.66666667,359.731069,5.1144,98.15717,105,Day,4.700035913,-4.736326781,13.94377156,9.207444783
18,12/3/2015,2,1,Algae,Med,10:00,2171.421658,2179.256796,25.35,8.064104353,25.07,7.968507919,NA,NA,NA,0.09,2.76,4.65,2174.516796,2171.421658,9.489904548,1613.84104,221.1716967,1844.502641,3.425211492,5.171400482,344.4106363,343.3163482,12.62535362,1712.090057,185.8142479,1910.529658,2.877571298,4.348675418,454.6886888,453.2389103,3.08660693,30.66666667,2895.074673,6.9659,16.5256,167.1247652,Day,0.418082973,17.41942325,12.49201403,29.91143728
18,12/3/2015,2,1,Algae,Med,14:00,2157.83537,2174.952069,26.7,8.27123548,26.07,7.967651472,NA,NA,NA,1.12,2.79,5.1,2168.732069,2157.83537,4.862689752,1363.553397,313.6705142,1682.086601,4.902732579,7.372278375,182.0632376,181.4942602,12.29672892,1696.193717,190.477793,1898.968239,2.963062805,4.463921294,453.9118725,452.4820256,3.08660693,30.66666667,2895.074673,6.9659,16.5256,167.1247652,Day,1.471896994,57.11968782,12.49201403,69.61170186
18,12/3/2015,2,1,Algae,Med,18:00,2167.015709,2181.669907,25.85,8.082056031,25.82,7.949327563,NA,NA,NA,1.25,1.76,2.79,2177.629907,2167.015709,8.865153291,1585.843874,230.4427704,1825.151797,3.577957384,5.393690674,325.6610129,324.6325771,13.05330631,1719.436444,183.9570337,1916.446784,2.85521527,4.304521487,479.2209092,477.7067144,3.08660693,30.66666667,2895.074673,6.9659,16.5256,167.1247652,Day,1.433737513,23.23002837,12.49201403,35.7220424
18,12/3/2015,2,1,Algae,Med,22:00,2195.052922,2184.217429,25.13,7.884856377,25.22,7.930884763,NA,NA,NA,0.94,0.56,1.54,2181.737429,2195.052922,15.98552941,1791.151101,161.0284729,1968.165103,2.492285973,3.76551519,576.8644147,575.0261614,13.96901205,1744.02428,175.1700293,1933.163322,2.710500728,4.093907776,505.4221234,503.8134224,3.08660693,30.66666667,2895.074673,6.9659,16.5256,167.1247652,Night,-1.798621226,-7.657273132,12.49201403,4.834740902
18,12/4/2015,2,1,Algae,Med,2:00,2178.72357,2172.774736,26.02,7.796542495,24.94,7.921344184,NA,NA,NA,1.82,1.56,5.13,2165.824736,2178.72357,19.8685994,1837.228658,136.6074161,1993.704674,2.138111041,3.223403529,729.6145059,727.3140597,14.40428937,1747.460632,169.1823659,1931.047287,2.619457911,3.960285437,516.9603711,515.3093135,3.08660693,30.66666667,2895.074673,6.9659,16.5256,167.1247652,Night,-1.742340042,-15.18484468,12.49201403,-2.692830649
18,12/4/2015,2,1,Algae,Med,6:00,2179.737257,2180.083276,24.93,7.799753056,24.62,7.914040231,NA,NA,NA,0.31,1.63,4.99,2174.783276,2179.737257,20.21400298,1845.984197,133.3244391,1999.522639,2.074177585,3.137241897,723.0469022,720.7368236,14.84100719,1761.593344,166.442606,1942.876957,2.569413027,3.888023897,528.9074767,527.2116483,3.08660693,30.66666667,2895.074673,6.9659,16.5256,167.1247652,Night,-0.669170521,-14.63392429,12.49201403,-2.141910253
18,12/4/2015,2,1,Algae,Med,10:00,2175.659066,2180.536561,25.24,7.942423113,24.96,7.954871686,NA,NA,NA,1.25,2.15,5.53,2173.756561,2175.659066,13.51505748,1730.00832,177.3757237,1920.899101,2.752146018,4.157292569,488.4369589,486.8827277,13.17108118,1726.57924,180.6440678,1920.394389,2.797547132,4.229314609,472.8966431,471.3867588,3.08660693,30.66666667,2895.074673,6.9659,16.5256,167.1247652,Day,-0.256985293,0.120634947,12.49201403,12.61264898
19,12/3/2015,2,1,Rubble,Med,10:00,2169.791028,2179.256796,25.33,7.93438556,25.07,7.968507919,NA,NA,NA,0.09,2.76,4.65,2174.516796,2169.791028,13.71314267,1728.59631,175.3854772,1917.69493,2.717231605,4.1028719,497.2849797,495.7043064,12.62535362,1712.090057,185.8142479,1910.529658,2.877571298,4.348675418,454.6886888,453.2389103,3.023009259,31.33333333,1134.386399,13.2253,333.44144,310,Day,0.34329574,-1.384314745,7.545928366,6.161613621
19,12/3/2015,2,1,Rubble,Med,14:00,2147.407926,2174.952069,26.7,8.044333357,26.07,7.967651472,0.58,3.26,2.15,1.12,2.79,5.1,2168.732069,2147.407926,9.608366963,1597.875898,217.9929605,1825.477226,3.407273368,5.123544343,359.7456574,358.6211629,12.29672892,1696.193717,190.477793,1898.968239,2.963062805,4.463921294,453.9118725,452.4820256,3.023009259,31.33333333,1134.386399,13.2253,333.44144,310,Day,1.549057728,9.128212827,7.545928366,16.67414119
19,12/3/2015,2,1,Rubble,Med,18:00,2168.11725,2181.669907,26.01,7.961774373,25.82,7.949327563,NA,NA,NA,1.25,1.76,2.79,2177.629907,2168.11725,12.49476119,1697.362887,187.2473912,1897.105039,2.914435363,4.391759191,460.3112006,458.8601308,13.05330631,1719.436444,183.9570337,1916.446784,2.85521527,4.304521487,479.2209092,477.7067144,3.023009259,31.33333333,1134.386399,13.2253,333.44144,310,Day,0.691031515,2.119067801,7.545928366,9.664996167
19,12/3/2015,2,1,Rubble,Med,22:00,2187.551744,2184.217429,25.27,7.855865852,25.22,7.930884763,NA,NA,NA,0.94,0.56,1.54,2181.737429,2187.551744,17.15358821,1803.967723,152.830596,1973.951907,2.364677634,3.570966636,621.5245104,619.5472067,13.96901205,1744.02428,175.1700293,1933.163322,2.710500728,4.093907776,505.4221234,503.8134224,3.023009259,31.33333333,1134.386399,13.2253,333.44144,310,Night,-0.422371468,-5.503669561,7.545928366,2.042258805
19,12/4/2015,2,1,Rubble,Med,2:00,2189.479043,2172.774736,25.17,7.823476011,24.94,7.921344184,1.32,1.62,2.32,1.82,1.56,5.13,2165.824736,2189.479043,18.85410766,1832.561305,142.4611677,1993.87658,2.210049905,3.339179055,680.1459829,677.9794064,14.40428937,1747.460632,169.1823659,1931.047287,2.619457911,3.960285437,516.9603711,515.3093135,3.023009259,31.33333333,1134.386399,13.2253,333.44144,310,Night,-1.718328707,-7.409935106,7.545928366,0.13599326
19,12/4/2015,2,1,Rubble,Med,6:00,2197.092996,2180.083276,24.93,7.781154951,24.62,7.914040231,NA,NA,NA,0.31,1.63,4.99,2174.783276,2197.092996,21.26311359,1868.519073,131.1805809,2020.962768,2.029573445,3.06840531,763.2615943,760.8229207,14.84100719,1761.593344,166.442606,1942.876957,2.569413027,3.888023897,528.9074767,527.2116483,3.023009259,31.33333333,1134.386399,13.2253,333.44144,310,Night,-1.620653369,-9.72418043,7.545928366,-2.178252064
19,12/4/2015,2,1,Rubble,Med,10:00,2188.25362,2180.536561,25.2,7.917655637,24.96,7.954871686,NA,NA,NA,1.25,2.15,5.53,2173.756561,2188.25362,14.60755145,1762.681312,169.7639634,1947.052826,2.637737116,3.985457122,526.8701381,525.1927218,13.17108118,1726.57924,180.6440678,1920.394389,2.797547132,4.229314609,472.8966431,471.3867588,3.023009259,31.33333333,1134.386399,13.2253,333.44144,310,Day,-1.053115301,-2.820002507,7.545928366,4.725925858
20,12/3/2015,2,1,Sand,Med,10:00,2160.607437,2179.256796,25.4,7.962086236,25.07,7.968507919,0.12,3.84,1.52,0.09,2.76,4.65,2174.516796,2160.607437,12.645314,1699.033423,183.397018,1895.075755,2.847162886,4.298642883,458.864298,457.4070523,12.62535362,1712.090057,185.8142479,1910.529658,2.877571298,4.348675418,454.6886888,453.2389103,3.424364978,27.66666667,211.24069,6.223,205.6954,190.7574596,Day,1.895694259,2.316703418,6.41923725,8.735940668
20,12/3/2015,2,1,Sand,Med,14:00,2159.598481,2174.952069,26.71,8.047548581,26.07,7.967651472,NA,NA,NA,1.12,2.79,5.1,2168.732069,2159.598481,9.583671221,1605.075907,220.3009191,1834.960497,3.445850261,5.181677399,358.7589963,357.6377227,12.29672892,1696.193717,190.477793,1898.968239,2.963062805,4.463921294,453.9118725,452.4820256,3.424364978,27.66666667,211.24069,6.223,205.6954,190.7574596,Day,1.244808646,16.20230866,6.41923725,22.62154591
20,12/3/2015,2,1,Sand,Med,18:00,2158.775583,2181.669907,25.72,8.001345049,25.82,7.949327563,NA,NA,NA,1.25,1.76,2.79,2177.629907,2158.775583,11.17875979,1656.81836,199.125948,1867.123068,3.089055296,4.658502183,409.4108661,408.1157848,13.05330631,1719.436444,183.9570337,1916.446784,2.85521527,4.304521487,479.2209092,477.7067144,3.424364978,27.66666667,211.24069,6.223,205.6954,190.7574596,Day,2.569639174,10.87493234,6.41923725,17.29416959
20,12/3/2015,2,1,Sand,Med,22:00,2183.102297,2184.217429,25.21,7.912446374,25.22,7.930884763,NA,NA,NA,0.94,0.56,1.54,2181.737429,2183.102297,14.70554457,1758.597917,168.991729,1942.29519,2.61625764,3.951824243,531.7546469,530.0618758,13.96901205,1744.02428,175.1700293,1933.163322,2.710500728,4.093907776,505.4221234,503.8134224,3.424364978,27.66666667,211.24069,6.223,205.6954,190.7574596,Night,-0.186016655,-2.303132001,6.41923725,4.116105249
20,12/4/2015,2,1,Sand,Med,2:00,2182.724957,2172.774736,25.03,7.862601298,24.94,7.921344184,0.9,1.06,1.55,1.82,1.56,5.13,2165.824736,2182.724957,16.91223727,1797.7953,153.2658897,1967.973427,2.369454217,3.580882458,609.051512,607.1082582,14.40428937,1747.460632,169.1823659,1931.047287,2.619457911,3.960285437,516.9603711,515.3093135,3.424364978,27.66666667,211.24069,6.223,205.6954,190.7574596,Night,-2.303316201,-7.761945584,6.41923725,-1.342708333
20,12/4/2015,2,1,Sand,Med,6:00,2194.604678,2180.083276,24.75,7.851295784,24.62,7.914040231,NA,NA,NA,0.31,1.63,4.99,2174.783276,2194.604678,17.65977206,1819.247006,149.6056343,1986.512413,2.30994632,3.493938983,631.5608567,629.538857,14.84100719,1761.593344,166.442606,1942.876957,2.569413027,3.888023897,528.9074767,527.2116483,3.424364978,27.66666667,211.24069,6.223,205.6954,190.7574596,Night,-2.701441381,-9.192634166,6.41923725,-2.773396915
20,12/4/2015,2,1,Sand,Med,10:00,2186.716761,2180.536561,25.06,7.91626144,24.96,7.954871686,NA,NA,NA,1.25,2.15,5.53,2173.756561,2186.716761,14.66281668,1761.925688,169.2462994,1945.834804,2.622339966,3.963236706,527.750636,526.0675535,13.17108118,1726.57924,180.6440678,1920.394389,2.797547132,4.229314609,472.8966431,471.3867588,3.424364978,27.66666667,211.24069,6.223,205.6954,190.7574596,Day,-1.766334217,-5.168169209,6.41923725,1.251068041
21,12/3/2015,2,1,Coral,High,10:00,2139.425164,2174.446045,25.45,7.990062164,25,7.983035313,NA,NA,NA,1.21,1.67,7.52,2165.716045,2139.425164,11.53931526,1656.228145,191.4278004,1859.195261,2.969992482,4.483122933,419.4688193,418.137553,12.20575998,1702.393847,188.0593095,1902.658917,2.926190301,4.424923184,437.4003829,436.0045686,3.304656085,28.66666667,333.1300036,4.8513,95.78623,99,Day,4.762793636,10.98475206,24.3019838,35.28673586
21,12/3/2015,2,1,Coral,High,14:00,2115.289377,2170.434693,27.01,8.229533004,26.03,7.974963827,NA,NA,NA,2.26,2.8,10.1,2158.074693,2115.289377,5.35074273,1373.153417,291.7778279,1670.281987,4.557197518,6.844700576,202.1054553,201.4761877,12.0386135,1687.075556,192.2248497,1891.339019,2.990733019,4.506288127,443.8553084,442.456479,3.304656085,28.66666667,333.1300036,4.8513,95.78623,99,Day,7.750886353,72.34144868,24.3019838,96.64343248
21,12/3/2015,2,1,Coral,High,18:00,2122.887372,2161.759718,25.97,8.038166465,25.84,7.943984946,NA,NA,NA,2.47,1.54,5.46,2153.829718,2122.887372,9.81449192,1591.00563,210.0977499,1810.917871,3.262464994,4.916098755,361.6895936,360.5489921,13.11865064,1707.38809,180.5022041,1901.008945,2.802236091,4.224422083,481.8154988,480.2934704,3.304656085,28.66666667,333.1300036,4.8513,95.78623,99,Day,5.605442002,27.0359283,24.3019838,51.3379121
21,12/3/2015,2,1,Coral,High,22:00,2139.720664,2162.699563,25.1,7.826136467,25.24,7.928911271,NA,NA,NA,2.17,0.91,1.44,2159.089563,2139.720664,18.24430337,1785.79545,140.3877752,1944.427528,2.170709234,3.279789166,658.2273345,656.1288472,13.89653406,1727.594011,172.7975583,1914.288103,2.674398954,4.039164335,503.0061417,501.4055239,3.304656085,28.66666667,333.1300036,4.8513,95.78623,99,Night,3.508823797,-14.42879723,24.3019838,9.873186569
21,12/4/2015,2,1,Coral,High,2:00,2156.511124,2174.393023,25.14,7.715761019,24.94,7.914581463,2.19,0.9,1.61,3.4,1.27,9.64,2161.353023,2156.511124,24.61567177,1869.756527,114.0857131,2008.457912,1.764822781,2.666238722,888.8282188,885.9951842,14.67408554,1753.51459,167.4128861,1935.601562,2.590436649,3.916242565,526.8499128,525.1672511,3.304656085,28.66666667,333.1300036,4.8513,95.78623,99,Night,0.877146937,-27.27411402,24.3019838,-2.972130221
21,12/4/2015,2,1,Coral,High,6:00,2161.211189,2196.339273,24.88,7.665160666,24.64,7.908679782,NA,NA,NA,3.05,1.25,7.9,2185.389273,2161.211189,28.30675226,1903.986916,102.4071964,2034.700865,1.582510262,2.392732992,1015.451522,1012.204174,15.17266898,1779.373943,166.1220523,1960.668664,2.565041207,3.881205061,540.9517933,539.2177458,3.304656085,28.66666667,333.1300036,4.8513,95.78623,99,Night,4.380044343,-31.20304015,24.3019838,-6.901056348
21,12/4/2015,2,1,Coral,High,10:00,2142.048726,2173.555659,25.09,7.838104016,24.89,7.962636962,NA,NA,NA,2.2,8.1,8.04,2163.315659,2142.048726,17.7168711,1780.707102,143.4152362,1941.839209,2.220074874,3.354730225,638.5672513,636.5312405,12.87252841,1715.380535,182.1798815,1910.432945,2.820881214,4.265549556,461.327887,459.8537049,3.304656085,28.66666667,333.1300036,4.8513,95.78623,99,Day,3.852667134,-15.23163575,24.3019838,9.070348057
22,12/3/2015,2,1,Algae,High,10:00,2164.013713,2174.446045,25.56,8.067772589,25,7.983035313,NA,NA,NA,1.21,1.67,7.52,2165.716045,2164.013713,9.320753584,1603.201383,222.4486306,1834.970768,3.45322454,5.210788988,339.7279172,338.6512612,12.20575998,1702.393847,188.0593095,1902.658917,2.926190301,4.424923184,437.4003829,436.0045686,3.020889337,31.33333333,3025.353033,6.8837,16.9099,174.6453796,Day,0.237754386,18.66943221,11.45664358,30.12607579
22,12/3/2015,2,1,Algae,High,14:00,2179.05677,2170.434693,27.31,8.396052617,26.03,7.974963827,1.38,1.87,1.39,2.26,2.8,10.1,2158.074693,2179.05677,3.205547993,1212.459055,380.75179,1596.416393,5.964044605,8.949938925,121.8460181,121.4680483,12.0386135,1687.075556,192.2248497,1891.339019,2.990733019,4.506288127,443.8553084,442.456479,3.020889337,31.33333333,3025.353033,6.8837,16.9099,174.6453796,Day,-2.930439445,85.31054868,11.45664358,96.76719227
22,12/3/2015,2,1,Algae,High,18:00,2183.616109,2161.759718,25.89,8.120228704,25.84,7.943984946,NA,NA,NA,2.47,1.54,5.46,2153.829718,2183.616109,7.980908652,1559.692565,247.6507435,1815.324217,3.846901585,5.798493597,293.4163935,292.4902695,13.11865064,1707.38809,180.5022041,1901.008945,2.802236091,4.224422083,481.8154988,480.2934704,3.020889337,31.33333333,3025.353033,6.8837,16.9099,174.6453796,Day,-4.160084586,28.09421725,11.45664358,39.55086084
22,12/3/2015,2,1,Algae,High,22:00,2176.089137,2162.699563,25.32,7.894003286,25.24,7.928911271,NA,NA,NA,2.17,0.91,1.44,2159.089563,2176.089137,15.38916534,1766.548401,163.0322118,1944.969778,2.527144356,3.816109941,557.7322916,555.9591419,13.89653406,1727.594011,172.7975583,1914.288103,2.674398954,4.039164335,503.0061417,501.4055239,3.020889337,31.33333333,3025.353033,6.8837,16.9099,174.6453796,Night,-2.374227404,-6.196019501,11.45664358,5.26062408
22,12/4/2015,2,1,Algae,High,2:00,2180.721547,2174.393023,25.14,7.80192789,24.94,7.914581463,NA,NA,NA,3.4,1.27,9.64,2161.353023,2180.721547,19.86829507,1838.630559,136.3723642,1994.871219,2.112243049,3.191367784,716.8484229,714.5640037,14.67408554,1753.51459,167.4128861,1935.601562,2.590436649,3.916242565,526.8499128,525.1672511,3.020889337,31.33333333,3025.353033,6.8837,16.9099,174.6453796,Night,-2.705084283,-13.85058276,11.45664358,-2.393939176
22,12/4/2015,2,1,Algae,High,6:00,2173.387168,2196.339273,24.85,7.765340892,24.64,7.908679782,NA,NA,NA,3.05,1.25,7.9,2185.389273,2173.387168,21.96909808,1858.549681,125.4266674,2005.945447,1.940026042,2.933757118,786.991406,784.4743975,15.17266898,1779.373943,166.1220523,1960.668664,2.565041207,3.881205061,540.9517933,539.2177458,3.020889337,31.33333333,3025.353033,6.8837,16.9099,174.6453796,Night,1.676261216,-14.32332849,11.45664358,-2.866684905
22,12/4/2015,2,1,Algae,High,10:00,2176.611014,2173.555659,25.12,7.932307563,24.89,7.962636962,NA,NA,NA,2.2,8.1,8.04,2163.315659,2176.611014,14.00601529,1743.599598,172.5954357,1930.201049,2.684255149,4.057195839,503.7514281,502.1460983,12.87252841,1715.380535,182.1798815,1910.432945,2.820881214,4.265549556,461.327887,459.8537049,3.020889337,31.33333333,3025.353033,6.8837,16.9099,174.6453796,Day,-1.856881601,-3.66490079,11.45664358,7.791742791
23,12/3/2015,2,1,Rubble,High,10:00,2163.855363,2174.446045,25.41,7.977135086,25,7.983035313,1.84,1.43,1.66,1.21,1.67,7.52,2165.716045,2163.855363,12.09852853,1686.16499,189.6175673,1887.881085,2.936951294,4.433361082,439.77046,438.374052,12.20575998,1702.393847,188.0593095,1902.658917,2.926190301,4.424923184,437.4003829,436.0045686,3.226960409,29.33333333,1453.671341,12.9288,327.28533,295,Day,0.129527305,1.92792546,7.258436657,9.186362117
23,12/3/2015,2,1,Rubble,High,14:00,2153.303932,2170.434693,26.71,8.099650294,26.03,7.974963827,NA,NA,NA,2.26,2.8,10.1,2158.074693,2153.303932,8.194800848,1548.129325,239.9414611,1796.265587,3.750764129,5.639903985,306.8819296,305.9228511,12.0386135,1687.075556,192.2248497,1891.339019,2.990733019,4.506288127,443.8553084,442.456479,3.226960409,29.33333333,1453.671341,12.9288,327.28533,295,Day,0.332106084,12.90455169,7.258436657,20.16298834
23,12/3/2015,2,1,Rubble,High,18:00,2186.3617,2161.759718,25.75,7.978991814,25.84,7.943984946,NA,NA,NA,2.47,1.54,5.46,2153.829718,2186.3617,12.05188212,1698.101341,194.2625861,1904.415809,3.012743833,4.542871947,441.8271902,440.4300233,13.11865064,1707.38809,180.5022041,1901.008945,2.802236091,4.224422083,481.8154988,480.2934704,3.226960409,29.33333333,1453.671341,12.9288,327.28533,295,Day,-2.264642718,1.790319918,7.258436657,9.048756575
23,12/3/2015,2,1,Rubble,High,22:00,2196.090654,2162.699563,25.31,7.860372636,25.24,7.928911271,NA,NA,NA,2.17,0.91,1.44,2159.089563,2196.090654,17.00262579,1807.757095,154.8648064,1979.624527,2.397245705,3.619760235,616.5599161,614.5993705,13.89653406,1727.594011,172.7975583,1914.288103,2.674398954,4.039164335,503.0061417,501.4055239,3.226960409,29.33333333,1453.671341,12.9288,327.28533,295,Night,-2.575749959,-6.520754319,7.258436657,0.737682338
23,12/4/2015,2,1,Rubble,High,2:00,2197.505315,2174.393023,25.1,7.809238736,24.94,7.914581463,NA,NA,NA,3.4,1.27,9.64,2161.353023,2197.505315,19.69772692,1850.119008,138.7837119,2008.600447,2.15264711,3.253185514,709.2777629,707.0163901,14.67408554,1753.51459,167.4128861,1935.601562,2.590436649,3.916242565,526.8499128,525.1672511,3.226960409,29.33333333,1453.671341,12.9288,327.28533,295,Night,-2.516662674,-7.646652576,7.258436657,-0.388215919
23,12/4/2015,2,1,Rubble,High,6:00,2203.726194,2196.339273,24.8,7.788013499,24.64,7.908679782,1.5,1.2,0.06,3.05,1.25,7.9,2185.389273,2203.726194,20.9896424,1870.411075,133.0808245,2024.481542,2.055959401,3.109357427,751.4232557,749.0186391,15.17266898,1779.373943,166.1220523,1960.668664,2.565041207,3.881205061,540.9517933,539.2177458,3.226960409,29.33333333,1453.671341,12.9288,327.28533,295,Night,-1.276484618,-7.607903076,7.258436657,-0.349466419
23,12/4/2015,2,1,Rubble,High,10:00,2181.054265,2173.555659,25.08,7.882180204,24.89,7.962636962,NA,NA,NA,2.2,8.1,8.04,2163.315659,2181.054265,16.02236793,1782.162796,158.8346812,1957.019845,2.458490865,3.715095678,577.3734247,575.53243,12.87252841,1715.380535,182.1798815,1910.432945,2.820881214,4.265549556,461.327887,459.8537049,3.226960409,29.33333333,1453.671341,12.9288,327.28533,295,Day,-1.234834229,-5.251255909,7.258436657,2.007180748
24,12/3/2015,2,1,Sand,High,10:00,2170.324436,2174.446045,25.3,7.997292442,25,7.983035313,NA,NA,NA,1.21,1.67,7.52,2165.716045,2170.324436,11.50596135,1675.730729,196.4119157,1883.648606,3.041955092,4.593552769,416.9884594,415.6626562,12.20575998,1702.393847,188.0593095,1902.658917,2.926190301,4.424923184,437.4003829,436.0045686,3.088726852,30.66666667,211.24069,6.2996,213.5194,198.0132678,Day,-0.687856536,6.362881151,8.228876149,14.5917573
